Russian	English	Category	Confidence	Sources	Issues
медицинская банка	glass		reference_only	baldwin_reference	
медицинская информация	information		reference_only	baldwin_reference	
медицинская карта	medical record		reference_only	baldwin_reference	
медицинская помощь	healthcare		reference_only	baldwin_reference	
медицинская помощь	care		reference_only	baldwin_reference	
медицинская психология	psychology		reference_only	baldwin_reference	
медицинская сестра с сертификатом по специальности	RN		reference_only	baldwin_reference	
медицинская сестра с сертификатом по специальности	nurse		reference_only	baldwin_reference	
медицинская сестра, медсестра, медбрат	nurse		reference_only	baldwin_reference	
медицинская сестра- анестезиолог	anesthetist		reference_only	baldwin_reference	
медицинская смотровая кушетка	couch		reference_only	baldwin_reference	
медицинская смотровая кушетка	table		reference_only	baldwin_reference	
медицинская услуга	service		reference_only	baldwin_reference	
медицинская экспертиза	evaluation		reference_only	baldwin_reference	
медицинская этика	deontology		reference_only	baldwin_reference	
медицинская этика	ethics		reference_only	baldwin_reference	
медицинские кадры	workforce		reference_only	baldwin_reference	
медицинские носилки	gurney		reference_only	baldwin_reference	
медицинские носилки	stretcher		reference_only	baldwin_reference	
медицинские решения	medical decisions	other_medical	reference_only	my_medlineplus	
медицинский	iatric(al		reference_only	baldwin_reference	
медицинский	medical		reference_only	baldwin_reference	
медицинский аборт	legal		reference_only	baldwin_reference	
медицинский аборт	abortion		reference_only	baldwin_reference	
медицинский индикатор	clinical		reference_only	baldwin_reference	
медицинский кислород	oxygen		reference_only	baldwin_reference	
медицинский осмотр	checkup		reference_only	baldwin_reference	
медицинский осмотр	assessment		reference_only	baldwin_reference	
медицинский переводчик	interpreter		reference_only	baldwin_reference	
медицинский переводчик	translator		reference_only	baldwin_reference	
медицинский персонал, медперсонал	personnel		reference_only	baldwin_reference	
медицинский работник среднего или младшего звена	technician		reference_only	baldwin_reference	
медицинский работник, медицинский сотрудник	professional		reference_only	baldwin_reference	
медицинский страховой план	plan		reference_only	baldwin_reference	
медицинский шприц	syringe		reference_only	baldwin_reference	
медицинский шприц	medical		reference_only	baldwin_reference	
медицинское	quackery		reference_only	baldwin_reference	
медицинское лечение	medical treatment	procedure	reference_only	my_medlineplus	
медицинское оборудование	equipment		reference_only	baldwin_reference	
медицинское обслуживание	care		reference_only	baldwin_reference	
медицинское обслуживание	health		reference_only	baldwin_reference	
медицинское обслуживание района	medicine		reference_only	baldwin_reference	
медицинское страхование	insurance		reference_only	baldwin_reference	
медицинское страхование (медстраховка	insurance		reference_only	baldwin_reference	
медицинское страхование выезжающих за рубеж	insurance		reference_only	baldwin_reference	
Медицинское учреждение (МУ	Medical institution (MI		reference_only	vaccine_pdf_WHO	
медленно заживающие раны	slow healing	symptom	reference_only	my_medlineplus	
медленное заживление ран	slow healing of wounds	symptom	reference_only	my_medlineplus	
медленные затянувшиеся роды	bradytocia		reference_only	baldwin_reference	
медленный	tardy		reference_only	baldwin_reference	
медленный пульс	slow		reference_only	baldwin_reference	
медленный сон	sleep		reference_only	baldwin_reference	
Медная трубка холодильника	Refrigeration copper tube		reference_only	vaccine_pdf_WHO	
медработник или учреждение, предоставляющие медицинское обслуживание/услуги	provider		reference_only	baldwin_reference	
Медработник низшего звена	Community health worker, syn. Basic health worker		reference_only	vaccine_pdf_WHO	
медсестра высшей квалификации	APN		reference_only	baldwin_reference	
медсестра- специалист, имеющая высшее образование в специальной области сестринского дела (обычно со степенью магистра	Clinical Specialist (CNS		reference_only	baldwin_reference	
медсестра-помощник педиатра	pediatric nurse practitioner	other_medical	reference_only	my_medlineplus	
медсестринская	’s station		reference_only	baldwin_reference	
медсестринское обслуживание на дому	nursing home		reference_only	baldwin_reference	
медсестринское обслуживание на дому	nursing care		reference_only	baldwin_reference	
медуллобластома, саркоматозная глиома	neurogliocytoma		reference_only	baldwin_reference	
медуллярный рак	encephaloma		reference_only	baldwin_reference	
медуллярный рак, мозговик	soft		reference_only	baldwin_reference	
медуллярный рак, мозговик	cancer		reference_only	baldwin_reference	
медуллярный рак, мозговик	soft cancer		reference_only	baldwin_reference	
Межведомственный	Inter-agency Coordinating Committee (ICC		reference_only	vaccine_pdf_WHO	
межвидовой отбор	selection		reference_only	baldwin_reference	
межвидовый отбор	interspecific		reference_only	baldwin_reference	
международная единица (МЕ	IU		reference_only	baldwin_reference	
Международное непатентованное	International Nonproprietary Name (INN		reference_only	vaccine_pdf_WHO	
Международные единицы (МЕ	International Units (IU		reference_only	vaccine_pdf_WHO	
Международные медико-санитарные	International Health Regulations (IHR		reference_only	vaccine_pdf_WHO	
Международный	International Finance Facility for Immunization (IFFIm/IFFim		reference_only	vaccine_pdf_WHO	
межжелудочковая перегородка	septum		reference_only	baldwin_reference	
межзапястные суставы	joints		reference_only	baldwin_reference	
межкишечный абсцесс	interintestinal		reference_only	baldwin_reference	
межкультурный	cross-cultural		reference_only	baldwin_reference	
межпозвоночный диск	intervertebral		reference_only	baldwin_reference	
межпозвоночный хрящ	cartilage		reference_only	baldwin_reference	
межпозвоночный, межпозвоночниковый	intervertebral		reference_only	baldwin_reference	
Межсекторальный (межотраслевой	Sector wide approach (SWAp/SWAP		reference_only	vaccine_pdf_WHO	
Межсекторальный подход (сотрудничество	Intersectorial approach		reference_only	vaccine_pdf_WHO	
межфаланговые суставы кисти и стопы	joints		reference_only	baldwin_reference	
мезентериальный лимфатический узел	node		reference_only	baldwin_reference	
мезоколон, брыжейка ободочной кишки	mesocolon		reference_only	baldwin_reference	
мезометрий, брыжейка матки	mesometrium		reference_only	baldwin_reference	
мезостернум, тело грудины	mesosternum		reference_only	baldwin_reference	
мезотелиома, целотелиома	celioma		reference_only	baldwin_reference	
меконий (первые фекалии	meconium		reference_only	baldwin_reference	
мел	chalk		reference_only	baldwin_reference	
меланодермия, меланоз кожи	melanoderma		reference_only	baldwin_reference	
меланодермия, меланоз кожи	melasma		reference_only	baldwin_reference	
меланоз печени	hepatomelanosis		reference_only	baldwin_reference	
меланома, меланокарцинома	cancer		reference_only	baldwin_reference	
мелена (дёгтеобразный стул	melena		reference_only	baldwin_reference	
мелисса лекарственная	balm		reference_only	baldwin_reference	
мелисса лекарственная	melissa		reference_only	baldwin_reference	
мелкая кость	ossicle		reference_only	baldwin_reference	
мелкий	fine		reference_only	baldwin_reference	
мелкий тремор	tremor		reference_only	baldwin_reference	
мелкий тремор	fine		reference_only	baldwin_reference	
мелкозернистый	fine		reference_only	baldwin_reference	
мелкоклеточный рак легкого	small cell lung cancer	diagnosis	reference_only	my_medlineplus	
меловой	chalk		reference_only	baldwin_reference	
мембрана	interseptum		reference_only	baldwin_reference	
мембрана	membrane		reference_only	baldwin_reference	
мембранное картирование	mapping		reference_only	baldwin_reference	
мембранозный	membranous		reference_only	baldwin_reference	
менархе, первая менструация	menarche		reference_only	baldwin_reference	
мензурка	beaker		reference_only	baldwin_reference	
менингиальная артерия	meningeal		reference_only	baldwin_reference	
менингиальная артерия	artery		reference_only	baldwin_reference	
менингиальные оболочки (оболочки, окружающие головной и спинной мозг	meninges		reference_only	baldwin_reference	
менингобластома, менингиома	meningoblastoma		reference_only	baldwin_reference	
менингокок	meningococcal	diagnosis	reference_only	my_medlineplus	
Менингококковая конъюгированная вакцина	Meningococcal conjugate vaccine		reference_only	vaccine_pdf_WHO	
Менингококковая полисахаридная	Meningococcal polysaccharides vaccine		reference_only	vaccine_pdf_WHO	
Менингококковый менингит	Meningococcal meningitis		reference_only	vaccine_pdf_WHO	
мениск коленного сустава	meniscus		reference_only	baldwin_reference	
менопауза	menopause	diagnosis	reference_only	my_medlineplus	
меноррагия, обильные менструации	menorrhagia		reference_only	baldwin_reference	
меностаз, аменорея	menostasis		reference_only	baldwin_reference	
менструальное кровотечение	[menorrhagia]		reference_only	baldwin_reference	
менструальный цикл	menstrual		reference_only	baldwin_reference	
менструальный цикл	period		reference_only	baldwin_reference	
менструальный цикл	menstrual cycles	anatomy	reference_only	my_medlineplus	
менструация	flow		reference_only	baldwin_reference	
менструация	period		reference_only	baldwin_reference	
менструация	menstrual period	other_medical	reference_only	my_medlineplus	
менструация, месячные	menses		reference_only	baldwin_reference	
менструация, месячные	menstruation		reference_only	baldwin_reference	
менструация, регулы	catamenia		reference_only	baldwin_reference	
менталитет	mentality		reference_only	baldwin_reference	
ментопластика (пластика подбородка	mentoplasty		reference_only	baldwin_reference	
менять(ся	change		reference_only	baldwin_reference	
меняться	fluctuate		reference_only	baldwin_reference	
мера	measure		reference_only	baldwin_reference	
мера	measurement		reference_only	baldwin_reference	
мера безопасности	measure		reference_only	baldwin_reference	
мера предосторожности	precaution		reference_only	baldwin_reference	
Мера; степень	Measure		reference_only	vaccine_pdf_WHO	
мерная ложка	medicine spoon	other_medical	reference_only	my_medlineplus	
Мероприятия по борьбе со вспышкой	Outbreak control, syn. Outbreak response		reference_only	vaccine_pdf_WHO	
мертворождение	stillbirth		reference_only	baldwin_reference	
мертворождённость	stillbirth		reference_only	baldwin_reference	
мерцание	flutter		reference_only	baldwin_reference	
мерцание, трепетание	fibrillation		reference_only	baldwin_reference	
мерцательная аритмия	a-fib	diagnosis	reference_only	my_medlineplus	
мерцательная аритмия, фибрилляция предсердий	fibrillation		reference_only	baldwin_reference	
мерцательный эпителий	ciliated		reference_only	baldwin_reference	
мерцать	blink		reference_only	baldwin_reference	
меры профилактики ВИЧ	measures		reference_only	baldwin_reference	
местная [топическая] химотерапия	chemotherapy		reference_only	baldwin_reference	
местная анемия	local		reference_only	baldwin_reference	
местная анестезия	anesthesia		reference_only	baldwin_reference	
местная анестезия	local anesthetic	medication	reference_only	my_medlineplus	
местная анестезия, местный наркоз, местное обезболивание	anesthesia		reference_only	baldwin_reference	
местная боль	local		reference_only	baldwin_reference	
местная реакция	local		reference_only	baldwin_reference	
местное [очаговое] воспаление	local		reference_only	baldwin_reference	
местное [очаговое] воспаление	inflammation		reference_only	baldwin_reference	
местное лекарство	topical medicine	medication	reference_only	my_medlineplus	
местное облучение	radiation		reference_only	baldwin_reference	
местное облучение	local		reference_only	baldwin_reference	
местный анестетик	anesthetic		reference_only	baldwin_reference	
местный иммунитет	local		reference_only	baldwin_reference	
местный иммунитет	immunity		reference_only	baldwin_reference	
местный некроз	necrobiosis		reference_only	baldwin_reference	
местный остеопороз	osteoporosis		reference_only	baldwin_reference	
местный остеопороз	local		reference_only	baldwin_reference	
местный симптом	local		reference_only	baldwin_reference	
Местный случай полиомиелита	Indigenous case of poliomyelitis		reference_only	vaccine_pdf_WHO	
местный, локальный	local		reference_only	baldwin_reference	
место	space		reference_only	baldwin_reference	
место	spot		reference_only	baldwin_reference	
место жительства	habitation		reference_only	baldwin_reference	
место инъекции	injection site	anatomy	reference_only	my_medlineplus	
место подключения	dialysis access	procedure	reference_only	my_medlineplus	
место рождения	birthplace		reference_only	baldwin_reference	
место укола	injection site	other_medical	reference_only	my_medlineplus	
место, участок, очаг	locus		reference_only	baldwin_reference	
местожительство	residence		reference_only	baldwin_reference	
местожительство	residency		reference_only	baldwin_reference	
местонахождение	location		reference_only	baldwin_reference	
метаболизм, обмен веществ	metabolism		reference_only	baldwin_reference	
метаболит, продукт обмена веществ	metabolite		reference_only	baldwin_reference	
метаболическая миопатия	myopathy		reference_only	baldwin_reference	
метаболическая энцефалопатия	encephalopathy		reference_only	baldwin_reference	
метаболический алкалоз	metabolic		reference_only	baldwin_reference	
метаболический алкалоз	alkalosis		reference_only	baldwin_reference	
метаболический, обменный	metabolic		reference_only	baldwin_reference	
металлическая пластинка для скрепления отломков кости	plate		reference_only	baldwin_reference	
металлические осколки	metal fragments	other_medical	reference_only	my_medlineplus	
металлический привкус	metallic taste	symptom	reference_only	my_medlineplus	
метамуцил	metamucil	medication	reference_only	my_medlineplus	
метастаз	metastasis		reference_only	baldwin_reference	
метастаз в кость	metastasis		reference_only	baldwin_reference	
метастаз в кость	bone		reference_only	baldwin_reference	
метастаз в лёгкое	metastasis		reference_only	baldwin_reference	
метастаз в лёгкое	lung		reference_only	baldwin_reference	
метастаз в мозг	metastasis		reference_only	baldwin_reference	
метастаз в мозг	brain		reference_only	baldwin_reference	
метастаз в печень	metastasis		reference_only	baldwin_reference	
метастазирование	metastasis	diagnosis	reference_only	baldwin_reference|my_medlineplus	
метастазы	metastasis	diagnosis	reference_only	my_medlineplus	
метастатическая опухоль	tumor		reference_only	baldwin_reference	
метастатическая опухоль	metastatic		reference_only	baldwin_reference	
метастатический абсцесс	secondary		reference_only	baldwin_reference	
метастатический абсцесс	abscess		reference_only	baldwin_reference	
метастатический пиемический абсцесс	abscess		reference_only	baldwin_reference	
метастатическое новообразование	neoplasm		reference_only	baldwin_reference	
метафизическая интоксикация	intoxication		reference_only	baldwin_reference	
метацель	coelom		reference_only	baldwin_reference	
метеозависимость	sensitivity		reference_only	baldwin_reference	
метеоризм	bloat		reference_only	baldwin_reference	
метеоризм	flatus		reference_only	baldwin_reference	
метеоризм (скопление газов в кишечнике	meteorism		reference_only	baldwin_reference	
метеочувствительность	sensitivity		reference_only	baldwin_reference	
метилирование ДНК	methylation		reference_only	baldwin_reference	
метить	label		reference_only	baldwin_reference	
метить, маркировать	trace		reference_only	baldwin_reference	
метициллинрезистентный золотистый стафилококк	methicillin resistant staphylococcus aureus	diagnosis	reference_only	my_medlineplus	
метка	label		reference_only	baldwin_reference	
метод	system		reference_only	baldwin_reference	
метод биологической обратной связи	biofeedback	procedure	reference_only	my_medlineplus	
метод быстрой оценки (МБО	RAM		reference_only	baldwin_reference	
метод глубокого замораживания	method		reference_only	baldwin_reference	
метод естественного цикла предохранения	method		reference_only	baldwin_reference	
метод задержки оргазма	carezza		reference_only	baldwin_reference	
метод иммуной преципитации	method		reference_only	baldwin_reference	
метод исследования в тёмном поле	method		reference_only	baldwin_reference	
метод каскадной иммунизации	method		reference_only	baldwin_reference	
метод культуры в монослое	method		reference_only	baldwin_reference	
метод лактационной аменореи (ВМК	LAM		reference_only	baldwin_reference	
метод латекс-агглютинации	method		reference_only	baldwin_reference	
метод наружной контрпульсации	counterpulsation		reference_only	baldwin_reference	
метод незавершённого фагоцитоза	method		reference_only	baldwin_reference	
Метод непрямой	assay (IFA), indirect fluorescence immunoassay		reference_only	vaccine_pdf_WHO	
метод обесцвечивания	method		reference_only	baldwin_reference	
метод обесцвечивания	bleaching		reference_only	baldwin_reference	
метод подавления бляшкообразования	method		reference_only	baldwin_reference	
Метод получения	Recombinant DNA technology, syn. Genetic engineering		reference_only	vaccine_pdf_WHO	
метод прерванного полового акта	method		reference_only	baldwin_reference	
Метод прямой иммунофлюоресценции (ПИФ	fluorescence immunoassay		reference_only	vaccine_pdf_WHO	
Метод случайной выборки лотов (LQT	Lot quality technique (LQT		reference_only	vaccine_pdf_WHO	
метод трансплантации	method		reference_only	baldwin_reference	
метод трансплантации	grafting		reference_only	baldwin_reference	
Метод экспресс-оценки (МЭО	Rapid assessment tool (RAT		reference_only	vaccine_pdf_WHO	
метод, способ	method		reference_only	baldwin_reference	
метод, способ	technique		reference_only	baldwin_reference	
Метод; инструмент	Tool		reference_only	vaccine_pdf_WHO	
методика	technique		reference_only	baldwin_reference	
методика	technology		reference_only	baldwin_reference	
Методика безопасности инъекций (МБИ	Safe injection practice (SIP		reference_only	vaccine_pdf_WHO	
Методика экспресс-оценки бремени Hib	Hib Rapid Assessment Tool (Hib RAT		reference_only	vaccine_pdf_WHO	
методические рекомендации	guidelines		reference_only	baldwin_reference	
метрит, воспаление матки	hysteritis		reference_only	baldwin_reference	
метрит, воспаление матки	metritis		reference_only	baldwin_reference	
метрическая система	system		reference_only	baldwin_reference	
метрическая система	metric		reference_only	baldwin_reference	
метрография, гистерография	uterography		reference_only	baldwin_reference	
метроптоз, опущение матки	metroptosis		reference_only	baldwin_reference	
метросальпингография, гистеросальпингография	utersalpingography		reference_only	baldwin_reference	
метротомия, рассечение матки	metrotomy		reference_only	baldwin_reference	
метроцеле, грыжа матки	metrocele		reference_only	baldwin_reference	
метрэктомия, экстирпация матки	metrectomy		reference_only	baldwin_reference	
метрэктопия, смещение матки	metrectopia		reference_only	baldwin_reference	
метформин	metformin	medication	reference_only	my_medlineplus	
Механизм защиты; защитный механизм	Defense mechanism		reference_only	vaccine_pdf_WHO	
механизм передачи возбудителя инфекции	transmission		reference_only	baldwin_reference	
Механизм передачи инфекции	Chain of infection		reference_only	vaccine_pdf_WHO	
механическая непроходимость кишечника	ileus		reference_only	baldwin_reference	
механическая память	immediate		reference_only	baldwin_reference	
механический бронхит	mechanic		reference_only	baldwin_reference	
механический бронхит	bronchitis		reference_only	baldwin_reference	
механический запор	mechanical		reference_only	baldwin_reference	
механический запор	constipation		reference_only	baldwin_reference	
меченая клетка	labeled		reference_only	baldwin_reference	
меченая клетка	cell		reference_only	baldwin_reference	
меченое соединение	labeled		reference_only	baldwin_reference	
меченое соединение	compound		reference_only	baldwin_reference	
меченые антитела	labeled		reference_only	baldwin_reference	
меченые антитела	antibodies		reference_only	baldwin_reference	
меченый (напр., радиоактивным изотопом	labeled		reference_only	baldwin_reference	
меченый атом	tracer		reference_only	baldwin_reference	
меченый радиоактивным изотопом	radiolabeled		reference_only	baldwin_reference	
мечтание, «сны наяву»	dreaming		reference_only	baldwin_reference	
мешать, препятствовать	interfere		reference_only	baldwin_reference	
мешок	sac		reference_only	baldwin_reference	
мешочек	follicle		reference_only	baldwin_reference	
мешочек	sac		reference_only	baldwin_reference	
миалгия (боль в мышцах	myalgia		reference_only	baldwin_reference	
миалгия, миадиния (боль в	myodynia		reference_only	baldwin_reference	
миатония, амиотония	myatony		reference_only	baldwin_reference	
мигание, моргание	blink		reference_only	baldwin_reference	
мигательная реакция	response		reference_only	baldwin_reference	
мигательный рефлекс	reflex		reference_only	baldwin_reference	
мигательный рефлекс	blink		reference_only	baldwin_reference	
мигать, моргать	blink		reference_only	baldwin_reference	
миграция клеток	migration		reference_only	baldwin_reference	
миграция макрофагов	macrophage		reference_only	baldwin_reference	
мигрень	migraine headache	diagnosis	reference_only	my_medlineplus	
мигрирующая офтальмия	ophthalmia		reference_only	baldwin_reference	
мигрирующая офтальмия	migratory		reference_only	baldwin_reference	
мигрирующая пневмония	pneumonia		reference_only	baldwin_reference	
миелиновое тельце	corpuscle		reference_only	baldwin_reference	
миелит (воспаление спинного мозга	myelitis		reference_only	baldwin_reference	
миелограмма (формула головного мозга	myelogram		reference_only	baldwin_reference	
миеломная болезнь, болезнь Калера	myeloma		reference_only	baldwin_reference	
миелопатия (поражение спинного мозга	myelopathy		reference_only	baldwin_reference	
миелоцитарный лейкоз	myelocytic		reference_only	baldwin_reference	
мизинец	little finger	anatomy	reference_only	my_medlineplus	
мизогамия, патологическое отвращение к браку	misogamy		reference_only	baldwin_reference	
мизогиния	misogyny		reference_only	baldwin_reference	
Микобактерия	Mycobacterium (pl. mycobacteria		reference_only	vaccine_pdf_WHO	
микоз (грибковое заболевание	mycosis		reference_only	baldwin_reference	
микоз (грибковое заболевание ног	foot		reference_only	baldwin_reference	
микоплазменные болезни	infections		reference_only	baldwin_reference	
микотический	mycotic		reference_only	baldwin_reference	
микотический кератит	keratitis		reference_only	baldwin_reference	
микотический стоматит	stomatomycosis		reference_only	baldwin_reference	
микроб	germ		reference_only	baldwin_reference	
микробная культура	germ		reference_only	baldwin_reference	
микробная культура	culture		reference_only	baldwin_reference	
микробный	bacterial		reference_only	baldwin_reference	
микрография	micrography		reference_only	baldwin_reference	
микроинсульт	mini stroke	diagnosis	reference_only	my_medlineplus	
Микрокультура клеток	Microcell culture		reference_only	vaccine_pdf_WHO	
микроорганизм	organism		reference_only	baldwin_reference	
Микроорганизмы	Germs, syn. Organisms, microorganisms, coll. bugs		reference_only	vaccine_pdf_WHO	
Микроорганизмы	Microorganisms, syn. Organisms, germs, coll. bugs		reference_only	vaccine_pdf_WHO	
микропинцет	tweezers		reference_only	baldwin_reference	
микропсия (расстройство, при	micropsia		reference_only	baldwin_reference	
микроскопическое исследование	micrography		reference_only	baldwin_reference	
микрофолликулярный зоб	goiter		reference_only	baldwin_reference	
микроцит, карликовый эритроцит	microcyte		reference_only	baldwin_reference	
микроцитарная анемия	microcytic		reference_only	baldwin_reference	
микроцитарная анемия	anemia		reference_only	baldwin_reference	
микседема (слизистый отёк	myxedema		reference_only	baldwin_reference	
миксоидная киста	myxoid		reference_only	baldwin_reference	
миксоидная киста	cyst		reference_only	baldwin_reference	
миксома (доброкачественная опухоль	myxoma		reference_only	baldwin_reference	
миксоматозный полип	polyp		reference_only	baldwin_reference	
миксоматозный полип	gelatinous		reference_only	baldwin_reference	
миксоцит, слизистая клетка	myxocyte		reference_only	baldwin_reference	
микструра	mixture		reference_only	baldwin_reference	
милиарный туберкулёз	miliary		reference_only	baldwin_reference	
милиум, белые угри	whiteheads		reference_only	baldwin_reference	
миллиграмм (мг	mg		reference_only	baldwin_reference	
миллилитр	milliliter	other_medical	reference_only	my_medlineplus	
мимика	expression		reference_only	baldwin_reference	
миндалевидное тело	amygdala		reference_only	baldwin_reference	
миндалина	tonsil		reference_only	baldwin_reference	
миндаль	almond		reference_only	baldwin_reference	
миндаль горький	almond		reference_only	baldwin_reference	
миндальное молоко	milk		reference_only	baldwin_reference	
миндальное молоко	almond		reference_only	baldwin_reference	
миндальный	almond		reference_only	baldwin_reference	
минерал (микроэлемент	mineral		reference_only	baldwin_reference	
минеральная плотность костной ткани	density		reference_only	baldwin_reference	
минеральный	mineral		reference_only	baldwin_reference	
минеральный источник	spring		reference_only	baldwin_reference	
мини инсульт	stroke		reference_only	baldwin_reference	
мини-аборт, вакуум-аборт	vacuum		reference_only	baldwin_reference	
мини-инвазивная операция	surgery		reference_only	baldwin_reference	
мини-пили (прогестагенный оральный контрацептив	minipills		reference_only	baldwin_reference	
мини-приседания	mini-squats	procedure	reference_only	my_medlineplus	
минимальная альвеолярная концентрация (МАК	MAC		reference_only	baldwin_reference	
минимальная батерицидная концентрация (МБК	MBC		reference_only	baldwin_reference	
Минимальная ингибирующая	Minimal inhibitory concentration (MIC		reference_only	vaccine_pdf_WHO	
минимально воспринимаемый раздражитель	irritant		reference_only	baldwin_reference	
минимально инвазивный	invasive		reference_only	baldwin_reference	
Министерство здравоохранения (МЗ/Минздрав	Ministry of Health (MOH		reference_only	vaccine_pdf_WHO	
минутная вентиляция лёгких (МВЛ	ventilation		reference_only	baldwin_reference	
минутный объём дыхания	volume		reference_only	baldwin_reference	
минутный объём сердца	CO		reference_only	baldwin_reference	
миоальбумин, мышечный альбумин	myoalbumin		reference_only	baldwin_reference	
миоглобин, миогемоглобин	myohemoglobin		reference_only	baldwin_reference	
миоз шеи	trachelomyitis		reference_only	baldwin_reference	
миоз, сужение зрачка	miosis		reference_only	baldwin_reference	
миозит (воспаление мышц	myositis		reference_only	baldwin_reference	
миозит брюшной стенки	celiomyositis		reference_only	baldwin_reference	
миокард (сердечная мышца	myocardium		reference_only	baldwin_reference	
миокардиальная ишемия	myocardial		reference_only	baldwin_reference	
миокардиальная ишемия	ischemia		reference_only	baldwin_reference	
миокардиопатия (поражение	myocardiopathy		reference_only	baldwin_reference	
миоклонус, миоклония	myoclonia		reference_only	baldwin_reference	
миоклонус, миоклония	myoclonus		reference_only	baldwin_reference	
миология	sarcology		reference_only	baldwin_reference	
миома (доброкачественная опухоль	myoma		reference_only	baldwin_reference	
миома матки	uterine		reference_only	baldwin_reference	
миопатический, относящийся к миопатии	myopathic		reference_only	baldwin_reference	
миопатия (прогрессирующее наследственное заболевание мышц	myopathy		reference_only	baldwin_reference	
миопический астигматизм	myopic		reference_only	baldwin_reference	
миопический астигматизм	astigmatism		reference_only	baldwin_reference	
миорелаксант, мышечный релаксант	myorelaxant		reference_only	baldwin_reference	
миотомия (рассечение мышцы	myotomy		reference_only	baldwin_reference	
миотония (напряжение мышцы	myotony		reference_only	baldwin_reference	
миралакс	miralax	medication	reference_only	my_medlineplus	
миропомазание	anointing		reference_only	baldwin_reference	
Митогены	Mitogens		reference_only	vaccine_pdf_WHO	
митохондриальная ДНК (мтДНК	DNA		reference_only	baldwin_reference	
митральная недостаточность	mitral		reference_only	baldwin_reference	
митральная недостаточность	insufficiency		reference_only	baldwin_reference	
митральное сердце	mitral		reference_only	baldwin_reference	
митральный клапан, левый атриовентрикулярный [предсердно желудочковый] клапан	valve		reference_only	baldwin_reference	
митральный порок сердца	stenosis		reference_only	baldwin_reference	
митральный стеноз, недостаточность митрального клапана	mitral		reference_only	baldwin_reference	
митральный стеноз, недостаточность митрального клапана, пульмонарный порок сердца	stenosis		reference_only	baldwin_reference	
митральный стеноз, стеноз левого атриовентрикулярного [предсердно желудочкового] отверстия	mitral stenosis		reference_only	baldwin_reference	
митральный шум	murmur		reference_only	baldwin_reference	
митральный шум	mitral		reference_only	baldwin_reference	
младенец	baby		reference_only	baldwin_reference	
Младенец, ребенок грудного возраста	Infant		reference_only	vaccine_pdf_WHO	
младенец, ребёнок первого года жизни	infant		reference_only	baldwin_reference	
младенчество, грудной возраст	infancy		reference_only	baldwin_reference	
младшая медицинская сестра, окончившая школу	Licensed Practical (LPN		reference_only	baldwin_reference	
млечная моча, хилёзная моча	urine		reference_only	baldwin_reference	
млечные пятна	spots		reference_only	baldwin_reference	
млечный проток	duct		reference_only	baldwin_reference	
мнемоническая система	system		reference_only	baldwin_reference	
мнемоническое правило	opportunities, threats) analysis возможности, угрозы		reference_only	vaccine_pdf_WHO	
мнение	opinion		reference_only	baldwin_reference	
мнимая беременность	pregnancy		reference_only	baldwin_reference	
мнимая беременность	phantom		reference_only	baldwin_reference	
многоводие, гидрамнион	fetal hydrops		reference_only	baldwin_reference	
многоводие, гидрамнион	fetal		reference_only	baldwin_reference	
Многодозовый безыгольный инъектор	Multidose needle-free injector		reference_only	vaccine_pdf_WHO	
Многодозовый флакон	Multidose vial, syn. Multiple-dose vial, multidose container		reference_only	vaccine_pdf_WHO	
многозарядный клипс-аппликатор	stapler		reference_only	baldwin_reference	
многокамерная киста	compound		reference_only	baldwin_reference	
многократного пользования	reusable		reference_only	baldwin_reference	
многократного применения	reusable		reference_only	baldwin_reference	
многократный	multiple		reference_only	baldwin_reference	
многократный	repeated		reference_only	baldwin_reference	
Многолетний план по иммунизации	Multi-Year Plan for Immunization (MYP		reference_only	vaccine_pdf_WHO	
многообразие	diversity		reference_only	baldwin_reference	
многоплодная беременность	multiple		reference_only	baldwin_reference	
многоплодная беременность	gestation		reference_only	baldwin_reference	
многоразовый скальпель, скальпель многоразового применения	reusable		reference_only	baldwin_reference	
многоразовый шприц, шприц многократного применения	multishot needle syringe		reference_only	baldwin_reference	
многорожавшая женщина	multipara		reference_only	baldwin_reference	
многослойный эпителий	stratified		reference_only	baldwin_reference	
многослойный эпителий	epithelium		reference_only	baldwin_reference	
многосторонние доноры	donors		reference_only	baldwin_reference	
многоузловой зоб	multinodular		reference_only	baldwin_reference	
многоядерная клетка	polykaryocyte		reference_only	baldwin_reference	
множественная аллергия	allergy		reference_only	baldwin_reference	
множественная личность	personality		reference_only	baldwin_reference	
множественная личность, расщепление личности	multiple personality		reference_only	baldwin_reference	
множественная личность, расщепление личности	dissociative personality disorder		reference_only	baldwin_reference	
множественная личность, расщепление личности	split		reference_only	baldwin_reference	
множественная пищевая аллергия	allergy		reference_only	baldwin_reference	
множественное зрение	multiple		reference_only	baldwin_reference	
множественные метастазы	metastasis		reference_only	baldwin_reference	
множественные опухоли мясистой консистенции	sarcosis		reference_only	baldwin_reference	
множественные проявления	multiple		reference_only	baldwin_reference	
множественный	multiple		reference_only	baldwin_reference	
множественный перелом	fracture		reference_only	baldwin_reference	
мобильность, подвижность	mobility		reference_only	baldwin_reference	
мобильный, передвижной	mobile		reference_only	baldwin_reference	
мобильный/сотовый телефон	phone		reference_only	baldwin_reference	
модель	pattern		reference_only	baldwin_reference	
модель	shape		reference_only	baldwin_reference	
