source_text,target_text,quality,notes,tm_status
"медицина; терапия, консервативное лечение; лекарство, лекарственное средство",medicine,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
судебная медицина,forensic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
страховая медицина,insurance,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
судебная медицина,legal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
военная медицина,military,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ядерная медицина,nuclear,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
амбулаторное лечение,outpatient,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
пациенто- ориентированная медицина,patient-centered,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
перинатология,perinatal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
социальная медицина,socialized,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
космическая медицина,space,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
спортивная медицина,sports,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"среда; способ, средство; питательная среда; средний, умеренный",medium,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
внутренняя среда,internal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
питательная среда,nutrient,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
костный мозг; спинной мозг,medulla,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
продолговатый мозг,oblongata,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"мозговой, медуллярный; срединный",medullary,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
медуллобласт,medulloblast,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
медуллобластома,medulloblastoma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
медуллоцит,medullocell,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
медуллоэпителиома,medulloepithelioma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
медуллография,medullography,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
спинно-мозговой,medullospinal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"кардиомегалия, гипертрофия",megacardia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегакариоцит,megacaryocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегацефалия,megacephaly,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегаколон,megacolon,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегацикл,megacycle,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегадактилия,megadactyly,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегадолихоколон,megadolichocolon,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"макродентия, мегалодонтия",megadontism,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегадуоденум,megaduodenum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегаэзофагус,megaesophagus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегакариоцит,megakaryocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегакариоцитарный,megakaryocytic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегакариоцитарный лейкоз,leukemia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалобласт,megaloblast,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"кардиомегалия, гипертрофия сердца",megalocardia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"макроцефалия, мегалоцефалия",megalocephaly,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалоцистис,megalocystis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалоцит,megalocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалодактилия,megalodactyly,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"мегалодонтия, макрдентия",megalodontia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалогастрия,megalogastria,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"мегалоглоссия, макроглоссия",megaloglossia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалография,megalography,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалокариоцит,megalokaryocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"мегаломания, мания величия",megalomania,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
макромелия,megalomelia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
макрофтальм,megalophthalmus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
макроподия,megalopodia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалопсия,megalopsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
спленомегалия,megalosplenia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегалоуретер,megaloureter,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегаректум,megarectum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мегасигма,megasigmoid,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"макросомия, гигантизм",megasomia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мейбомит,meibomitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мейоз,meiosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланхолия,melancholia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланин,melanin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланизм,melanism,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланобласт,melanoblast,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланобластома,melanoblastoma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланоцит,melanocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"меланодермия, меланоз кожи",melanoderma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланодерматит,melanodermatitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланоген,melanogen,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланогенез,melanogenesis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланома,melanoma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланоматоз,melanomatosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланофор,melanophore,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланосаркома,melanosarcoma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланоз,melanosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланосома,melanosome,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланотроф,melanotroph,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланотропин,melanotropin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меланурия,melanuria,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"меланодермия, меланоз кожи",melasma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мелатонин,melatonin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мелена (дёгтеобразный стул),melena,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ложная мелена,spuria,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
истинная мелена,vera,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мелисса лекарственная,melissa,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меломания,melomania,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
конечность,member,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мембрана; оболочка; плёнка; перепонка,membrane,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"клеточная оболочка, оболочка клетки, цитоплазматическая мембрана",cell,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"клеточная оболочка, оболочка клетки, цитоплазматическая мембрана",cellular,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дифтерийная плёнка,diphtheric,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
выстилающая оболочка,lining,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
слизистая оболочка,mucous,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
оболочка фага,phage,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
серозная оболочка,serous,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
синовиальная оболочка,synovial,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
барабанная перепонка,tympanic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
перепончатый; мембранозный,membranous,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дифтерийный круп,membranous croup,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
память,memory,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
клетка памяти,cell,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
популяция клеток памяти,population,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
провал памяти,lapse,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"потеря памяти, амнезия",loss,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
анамнестическая реакция,response,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
система памяти; мнемоническая система,system,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
тест на запоминание,test,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
слуховая память,auditory,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
эмоциональная память,emotional,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
образная память,image,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
механическая память,immediate,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
долговременная память,long,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
двигательная память,motor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
оперативная память,operative,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
краткосрочная память,short-term,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
словесная память,verbal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
угроза; опасность,menace,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"менархе, первая менструация",menarche,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингиальный,meningeal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингиальная артерия,artery,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"менингиальные оболочки (оболочки, окружающие головной и спинной мозг)",meninges,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингизм,meningism,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингит,meningitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
базальный менингит,basal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
туберкулёзный менингит,tuberculous,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"менингобластома, менингиома",meningoblastoma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингоцеле,meningocele,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингоэнцефалит,meningocephalitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингококковый,meningococcal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингококковая,infection,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингококкемия,meningococcemia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингококк,meningococcus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингоэнцефалит,meningoencephalitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингоэнцефалоцеле,meningoencephalocele,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингомиелит,meningomyelitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингомиелоцеле,meningomyelocele,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингопатия,meningopathy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менингорадикулит,meningoradiculitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мозговая оболочка,meninx,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
удаление мениска,meniscectomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менисцит,meniscitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менискоцит,meniscocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менискоцитоз,meniscocytosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менискотомия,meniscotomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мениск,meniscus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
разрыв мениска,tear,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
внутренний мениск,medial,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менометроррагия,menometrorrhagia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
климактерический,menopausal,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
климактерический,arthritis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
климактерический синдром,syndrome,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"климактерический период, климакс, менопауза",menopause,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"меноррагия, обильные менструации",menorrhagia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"дисменорея, болезненная менструация",menorrhalgia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менструация,menorrhea,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"меностаз, аменорея",menostasis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менотропин,menotropin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"менструация, месячные",menses,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менструальный,menstrual,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
боль при менструации,cramp,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
менструальный цикл,period,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"менструация, месячные",menstruation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
умственный; психический,mental,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психическое расстройство,aberration,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психоз,affection,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ясность ума,alertness,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
подбородочная артерия,mental artery,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
эмоциональная астения,mental asthenia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психическое торможение,mental block,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психический срыв,mental breakdown,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психиатрическая клиника,mental clinic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
спутанность сознания,mental confusion,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"умственная неполноценность, слабоумие",debility,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
умственное развитие,mental development,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психический показатель,dimension,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психическое заболевание,mental disease,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психическое расстройство,disorder,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
умственная усталость,mental fatigue,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психическое здоровье,mental health,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психиатрическое учреждение,center,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психиатрическая больница,hospital,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психогенное заболевание,mental illness,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
психическая зрелость,mental maturity,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"умственная отсталость, олигофрения",(MR),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
эмоциональный стресс; нервно- эмоциональное напряжение,stress,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
симптом психического расстройства,symptom,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"менталитет; интеллект, умственные способности; психика; психическая активность",mentality,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ментопластика (пластика подбородка),mentoplasty,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меню,menu,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
меркуриализм,cachexia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ртуть,mercury,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"отравление ртутью, гидраргироз",poisoning,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мерокринный,merocrine,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезаортит,mesaortitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезенхима,mesenchyme,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжеечный,mesenteric,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
киста брыжейки,cyst,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезентериальный лимфатический узел,node,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
тромбоз сосудов брыжейки,thrombosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезентерит,mesenteritis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка,mesentery,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
ячеистая структура,meshwork,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезобилин,mesobilene,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезобилирубин,mesobilirubin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезобласт,mesoblast,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезокардия,mesocardia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезокард,mesocardium,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка слепой кишки,mesocecum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"мезоколон, брыжейка ободочной кишки",mesocolon,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезоколопексия,mesocolopexy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезодерма,mesoderm,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка,mesoduodenum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезогастрий,mesogastrium,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезоглия,mesoglia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезоглиома,mesoglioma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка подвздошной кишки,mesoileum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка тощей кишки,mesojejunum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезолимфоцит,mesolymphocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"мезометрий, брыжейка матки",mesometrium,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезонефрос,mesonephros,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фиксация брыжейки,mesopexy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезофил,mesophile,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезофлебит,mesophlebitis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезофрагма,mesophragma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
сумеречное зрение,vision,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка яичка,mesorchium,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезоректум,mesorectum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезорафия,mesorrhaphy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка маточной трубы,mesosalpinx,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка сигмовидной кишки,mesosigmoid,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезосигмоидит,mesosigmoiditis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезосигмоидопексия,mesosigmoidopexy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
брыжейка тонкой кишки,mesostenium,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"мезостернум, тело грудины",mesosternum,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
сухожильная брыжейка,mesotendon,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезотелиома,mesothelioma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезотелий,mesothelium,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
мезотерапия,mesotherapy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
сообщение; единица генетического кода,message,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
матричная РНК (мРНК),(mRNA),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"метаболический, обменный",metabolic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метаболический алкалоз,alkalosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
болезни нарушения,metabolic diseases,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метаболическая энцефалопатия,encephalopathy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"нарушение обмена веществ, нарушение метаболизма",imbalance,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метаболическая миопатия,myopathy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"уровень метаболизма, скорость обмена веществ",rate,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метаболический синдром,metabolic syndrome,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"метаболизм, обмен веществ",metabolism,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
углеводный обмен,carbohydrate,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
жировой обмен,fat,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
липидный обмен,lipid,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
газообмен,respiratory,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
анаболизм,synthetic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"метаболит, продукт обмена веществ",metabolite,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
металлотерапия,metallotherapy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метамер,metamere,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метаморфопсия,metamorphopsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метаморфоз,metamorphosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метамиелоцит,metamyelocyte,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метанефрос,metanephros,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метафизический,metaphysical,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метафизическая интоксикация,intoxication,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метафиз,metaphysis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метаплазия,metaplasia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастаз; метастазирование,metastasis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастаз в кость,bone,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
