Russian	English	Category	Confidence	Sources
мрзс	mrsa	diagnosis	reference_only	my_glossary
мрт	magnetic resonance image	test	reference_only	my_glossary
мультиинфарктная деменция	multi-infarct dementia	diagnosis	reference_only	my_glossary
мундштук	mouthpiece	other_medical	reference_only	my_glossary
мутная моча	cloudy urine	symptom	reference_only	my_glossary
мутное зрение	dim vision	symptom	reference_only	my_glossary
мыло с хгг	chg soap	medication	reference_only	my_glossary
мысли о самоубийстве	suicidal thoughts	symptom	reference_only	my_glossary
мытье рук	hand washing	procedure	reference_only	my_glossary
мышечная слабость	muscle weakness	symptom	reference_only	my_glossary
мышечные боли	muscle aches	symptom	reference_only	my_glossary
мышцы	muscles	anatomy	reference_only	my_glossary
мышцы глотки	throat muscles	anatomy	reference_only	my_glossary
мышцы спины	back muscles	anatomy	reference_only	my_glossary
мышцы тазового дна	pelvic floor muscles	anatomy	reference_only	my_glossary
мышцы-вращатели плеча	rotator cuff	anatomy	reference_only	my_glossary
мягкие ткани	soft tissues	anatomy	reference_only	my_glossary
мягкие участки	soft spots	anatomy	reference_only	my_glossary
набор веса	weight gain	symptom	reference_only	my_glossary
набухание груди	breast swelling	symptom	reference_only	my_glossary
нагрубание молочных желез	breast engorgement	symptom	reference_only	my_glossary
нагрузка на ногу	weight bearing	procedure	reference_only	my_glossary
нагрузочный тест	stress test	test	reference_only	my_glossary
нагрузочный тест на тренажере	exercise stress test	test	reference_only	my_glossary
нагрузочный тест с помощью лекарства	medicine stress test	test	reference_only	my_glossary
нагрузочный тест сердца	cardiac stress test	test	reference_only	my_glossary
надавливание на ступню	foot press	procedure	reference_only	my_glossary
надрез	incision	procedure	reference_only	my_glossary
надувание щек	cheek puff exercise	procedure	reference_only	my_glossary
назальный спрей	nasal spray	medication	reference_only	my_glossary
накатывания таза	hip rolls	procedure	reference_only	my_glossary
наклоны таза	pelvic tilt	procedure	reference_only	my_glossary
наконечник	nozzle	anatomy	reference_only	my_glossary
налоксон	naloxone	medication	reference_only	my_glossary
напд	capd	procedure	reference_only	my_glossary
напитки с содержанием электролитов	electrolyte drinks	medication	reference_only	my_glossary
напроксен	naproxen	medication	reference_only	my_glossary
напряжение мышц	muscle tension	symptom	reference_only	my_glossary
напряжение при дефекации	straining	symptom	reference_only	my_glossary
напряжение спины	back strain	symptom	reference_only	my_glossary
нарколепсия	narcolepsy	diagnosis	reference_only	my_glossary
народные средства	home remedies	medication	reference_only	my_glossary
наружное ухо	pinna	anatomy	reference_only	my_glossary
нарушение кровообращения	bleeding disorder	diagnosis	reference_only	my_glossary
нарушение пищеварения	indigestion	symptom	reference_only	my_glossary
нарушение равновесия	loss of balance	symptom	reference_only	my_glossary
нарушение сердечного ритма	abnormal heart rhythm	diagnosis	reference_only	my_glossary
нарушения работы мозга	brain disorders	diagnosis	reference_only	my_glossary
нарушения сна	sleep disturbances	symptom	reference_only	my_glossary
насморк	runny nose	symptom	reference_only	my_glossary
насос для внутривенных вливаний	iv pump	other_medical	reference_only	my_glossary
насыщенные жиры	saturated fats	other_medical	reference_only	my_glossary
натощак	fasting	procedure	reference_only	my_glossary
натрий	sodium	other_medical	reference_only	my_glossary
не дышит	not breathing	symptom	reference_only	my_glossary
неадекватность суждений	poor judgment	symptom	reference_only	my_glossary
неактивные ингредиенты	inactive ingredients	other_medical	reference_only	my_glossary
небулайзер	nebulizer	other_medical	reference_only	my_glossary
небулайзерная терапия	nebulizer treatment	procedure	reference_only	my_glossary
невнятная речь	mumbled speech	symptom	reference_only	my_glossary
невозможность пошевелить конечностями	inability to move an arm or leg	symptom	reference_only	my_glossary
недержание	incontinence	diagnosis	reference_only	my_glossary
недержание вследствие переполнения	overflow incontinence	diagnosis	reference_only	my_glossary
недержание мочи	urinary incontinence	diagnosis	reference_only	my_glossary
недоношенный	premature	diagnosis	reference_only	my_glossary
недостаток кислорода во время родов	lack of oxygen during birth	diagnosis	reference_only	my_glossary
нежирные продукты	low fat foods	other_medical	reference_only	my_glossary
нейрофибриллярные клубки	neurofibrillary tangles	other_medical	reference_only	my_glossary
нейтропенией	neutropenia	diagnosis	reference_only	my_glossary
нейтропения	neutropenia	diagnosis	reference_only	my_glossary
неконтролируемые изменения активности мозга	uncontrolled changes in brain activity	symptom	reference_only	my_glossary
немелкоклеточный рак легкого	non-small cell lung cancer	diagnosis	reference_only	my_glossary
неметь	numb	symptom	reference_only	my_glossary
необратимое повреждение мозга	permanent brain damage	diagnosis	reference_only	my_glossary
необычные симптомы	abnormal signs	symptom	reference_only	my_glossary
неосведомленность о гипогликемии	hypoglycemia unawareness	symptom	reference_only	my_glossary
неоспорин	neosporin	medication	reference_only	my_glossary
неправильная осанка	poor posture	symptom	reference_only	my_glossary
непрекращающийся кашель	continuous cough	symptom	reference_only	my_glossary
непрерывный амбулаторный перитонеальный диализ	continuous ambulatory peritoneal dialysis	procedure	reference_only	my_glossary
непрерывный циклический перитонеальный диализ	continuous cycling peritoneal dialysis	procedure	reference_only	my_glossary
неприятный привкус во рту	bad taste in mouth	symptom	reference_only	my_glossary
неравномерное сердцебиение	irregular heart beat	symptom	reference_only	my_glossary
нервы	nerves	anatomy	reference_only	my_glossary
нерегулярное сердцебиение	irregular heart beats	symptom	reference_only	my_glossary
нерегулярный импульс	irregular heartbeat	symptom	reference_only	my_glossary
неровное сердцебиение	irregular heart beat	symptom	reference_only	my_glossary
нескользящие носки	slip resistant socks	other_medical	reference_only	my_glossary
нестабильность сустава	joint instability	symptom	reference_only	my_glossary
нестероидные противовоспалительные препараты	nsaids	medication	reference_only	my_glossary
нестрессовый тест	non-stress test	test	reference_only	my_glossary
нефропатия	nephropathy	diagnosis	reference_only	my_glossary
нехватка сил	lack energy	symptom	reference_only	my_glossary
неходжкинская лимфома	non-hodgkin's lymphoma	diagnosis	reference_only	my_glossary
низкий уровень натрия	low sodium	symptom	reference_only	my_glossary
низкий уровень сахара в крови	low blood sugar	symptom	reference_only	my_glossary
низкий уровень эстрогена	low estrogen levels	symptom	reference_only	my_glossary
низкое содержание сахара в крови	low blood sugar	diagnosis	reference_only	my_glossary
низкое число кровяных клеток	low blood cell count	symptom	reference_only	my_glossary
никотин	nicotine	other_medical	reference_only	my_glossary
никотиновый пластырь	nicotine patch	medication	reference_only	my_glossary
нитроглицерин	nitroglycerin	medication	reference_only	my_glossary
нитроглицериновый пластырь	nitroglycerin patch	medication	reference_only	my_glossary
новообразование	lump	symptom	reference_only	my_glossary
нога	leg	anatomy	reference_only	my_glossary
ногти	nails	anatomy	reference_only	my_glossary
ногти на ножках	toenails	anatomy	reference_only	my_glossary
ногти на ручках	fingernails	anatomy	reference_only	my_glossary
ночная потливость	night sweats	symptom	reference_only	my_glossary
ночные кошмары	bad dreams	symptom	reference_only	my_glossary
ночные страхи	night terrors	diagnosis	reference_only	my_glossary
нцпд	ccpd	procedure	reference_only	my_glossary
обезболивание	pain control	procedure	reference_only	my_glossary
обезболивающее	numbing medicine	medication	reference_only	my_glossary
обезболивающее лекарство	numbing medicine	medication	reference_only	my_glossary
обезболивающее средство	numbing medicine	medication	reference_only	my_glossary
обезболивающие	pain medicines	medication	reference_only	my_glossary
обезболивающие лекарства	pain medicine	medication	reference_only	my_glossary
обезболивающий препарат	pain medicine	medication	reference_only	my_glossary
обезвоживание	dehydrate	symptom	reference_only	my_glossary
обезвоживание организма	dehydration	diagnosis	reference_only	my_glossary
обеззараживание	decontamination	procedure	reference_only	my_glossary
обильное слюноотделение	drooling	symptom	reference_only	my_glossary
обильные менструации	heavy menstrual periods	symptom	reference_only	my_glossary
область гениталий	genital area	anatomy	reference_only	my_glossary
область паха	groin site	anatomy	reference_only	my_glossary
облучение	radiation	procedure	reference_only	my_glossary
обморок	fainting	symptom	reference_only	my_glossary
обмороки	fainting	symptom	reference_only	my_glossary
ободочная кишка	colon	anatomy	reference_only	my_glossary
образец	specimen	test	reference_only	my_glossary
образец крови	blood sample	procedure	reference_only	my_glossary
образец мочи	urine sample	test	reference_only	my_glossary
образцы ткани	tissue samples	test	reference_only	my_glossary
обрезание	circumcision	procedure	reference_only	my_glossary
обрезанный пенис	circumcised penis	anatomy	reference_only	my_glossary
обследование	physical exam	procedure	reference_only	my_glossary
обследование брюшной полости	abdomen imaging	procedure	reference_only	my_glossary
обследование груди	breast exam	procedure	reference_only	my_glossary
обследование кишечника	colon examination	procedure	reference_only	my_glossary
обследование молочных желез	breast exam	procedure	reference_only	my_glossary
обследование печени	liver imaging	procedure	reference_only	my_glossary
обследование поджелудочной железы	pancreas imaging	procedure	reference_only	my_glossary
обследование прямой кишки	rectal exam	procedure	reference_only	my_glossary
обтирание губкой	sponge bath	procedure	reference_only	my_glossary
общий уровень холестерина в крови	total cholesterol blood level	test	reference_only	my_glossary
ограниченная подвижность сустава	limited joint use	symptom	reference_only	my_glossary
ограниченные возможности	special needs	other_medical	reference_only	my_glossary
одноразовый респиратор	disposable respirator	other_medical	reference_only	my_glossary
одышка	fast breathing	symptom	reference_only	my_glossary
ожоги	burns	diagnosis	reference_only	my_glossary
ожоги кожи	burning skin	symptom	reference_only	my_glossary
озноб	chills	symptom	reference_only	my_glossary
оказание первой помощи	first aid class	procedure	reference_only	my_glossary
околоплодные воды	amniotic fluid	anatomy	reference_only	my_glossary
окрашенность кожи и белков глаз в желтый цвет	yellowing of skin and eyes	symptom	reference_only	my_glossary
окулист	eye specialist	other_medical	reference_only	my_glossary
онемение	numbness	symptom	reference_only	my_glossary
онемение или покалывание	numbness or tingling	symptom	reference_only	my_glossary
онемение стоп или рук	numbness in feet or hands	symptom	reference_only	my_glossary
операция	surgery	procedure	reference_only	my_glossary
операция на груди	chest surgery	procedure	reference_only	my_glossary
операция на животе	stomach surgery	procedure	reference_only	my_glossary
операция на открытом сердце	open heart surgery	procedure	reference_only	my_glossary
операция шунтирования	bypass surgery	procedure	reference_only	my_glossary
опиоид	opioid	medication	reference_only	my_glossary
ополаскиватель для полости рта	mouthwash	medication	reference_only	my_glossary
опорожнение кишечника	bowel movement	symptom	reference_only	my_glossary
опоясывающий герпес	shingles	diagnosis	reference_only	my_glossary
опрелость	diaper rash	symptom	reference_only	my_glossary
опухание	swelling	symptom	reference_only	my_glossary
опухание сустава	joint swelling	symptom	reference_only	my_glossary
опухание частей тела	swelling in the body	symptom	reference_only	my_glossary
опухоли	tumors	anatomy	reference_only	my_glossary
опухоли головы и гортани	head and neck cancer	diagnosis	reference_only	my_glossary
опухоли головы и шеи	head and neck cancer	diagnosis	reference_only	my_glossary
опухоли мозга	brain tumors	diagnosis	reference_only	my_glossary
опухоль	swelling	symptom	reference_only	my_glossary
ориентацией во времени и пространстве	confusion about time and space	symptom	reference_only	my_glossary
ортостатическая гипотензия	orthostatic hypotension	diagnosis	reference_only	my_glossary
ослабленная иммунная система	weakened immune system	symptom	reference_only	my_glossary
ослабленная ног	weak leg	anatomy	reference_only	my_glossary
ослабленная нога	weak leg	symptom	reference_only	my_glossary
осмотр глазного дна	eye dilation	procedure	reference_only	my_glossary
осмотр кожи	skin exam	test	reference_only	my_glossary
осмотр ног	foot check	procedure	reference_only	my_glossary
осмотр прямой и ободочной кишки	colostomy	procedure	reference_only	my_glossary
осмотр у гинеколога	pelvic exam	test	reference_only	my_glossary
оспа	smallpox	diagnosis	reference_only	my_glossary
остеоартрит	osteoarthritis	diagnosis	reference_only	my_glossary
остеоденситометрия	bone densitometry test	test	reference_only	my_glossary
остеопороз	osteoporosis	diagnosis	reference_only	my_glossary
острая боль	sharp pain	symptom	reference_only	my_glossary
острая почечная недостаточность	acute kidney failure	diagnosis	reference_only	my_glossary
острый бронхит	acute bronchitis	diagnosis	reference_only	my_glossary
отведение бедер	hip abduction	procedure	reference_only	my_glossary
отведение бедра	hip abduction	procedure	reference_only	my_glossary
отведение плеча	shoulder abduction	procedure	reference_only	my_glossary
отделение неотложной помощи	emergency department	other_medical	reference_only	my_glossary
отек	swelling	symptom	reference_only	my_glossary
отек в области шва	incision swelling	symptom	reference_only	my_glossary
отек головного мозга	brain swelling	symptom	reference_only	my_glossary
отек дыхательных путей	airway swelling	symptom	reference_only	my_glossary
отек лодыжек	ankle swelling	symptom	reference_only	my_glossary
отек швов	incision swelling	symptom	reference_only	my_glossary
отек шеи или лица	swelling of neck or face	symptom	reference_only	my_glossary
отек языка	tongue swelling	symptom	reference_only	my_glossary
отечность	swelling	symptom	reference_only	my_glossary
отжимание с упором на локти	elbow press up	procedure	reference_only	my_glossary
отжимания	press ups	procedure	reference_only	my_glossary
отказ от табака	quitting tobacco	procedure	reference_only	my_glossary
отказ печени	liver failure	diagnosis	reference_only	my_glossary
отказ почек	kidney failure	diagnosis	reference_only	my_glossary
открытая аппендэктомия	open appendectomy	procedure	reference_only	my_glossary
открытая операция	open procedure	procedure	reference_only	my_glossary
отравление свинцом	lead poisoning	diagnosis	reference_only	my_glossary
отравление угарным газом	carbon monoxide poisoning	diagnosis	reference_only	my_glossary
отрыгнуть	burp	procedure	reference_only	my_glossary
отрыжка	burping	procedure	reference_only	my_glossary
отсутствие аппетита	lack of appetite	symptom	reference_only	my_glossary
отсутствие сексуального влечения	lack of sex drive	symptom	reference_only	my_glossary
отхаркивание крови	coughing up blood	symptom	reference_only	my_glossary
отход вод	water breaks	symptom	reference_only	my_glossary
отхождение слизистой пробки	bloody show	symptom	reference_only	my_glossary
офтальмоскопия при расширенном зрачке	dilated eye exam	test	reference_only	my_glossary
охлаждающий пакет	cold packs	procedure	reference_only	my_glossary
оценка риска падений	fall risk assessment	test	reference_only	my_glossary
ощущение давления в области головы	head congestion	symptom	reference_only	my_glossary
ощущение жара	warm flush	symptom	reference_only	my_glossary
ощущение жжения на коже	skin burning	symptom	reference_only	my_glossary
ощущение мурашек	creeping sensation	symptom	reference_only	my_glossary
ощущение покалывания	crawling sensation	symptom	reference_only	my_glossary
ощущение ректального давления	rectal pressure	symptom	reference_only	my_glossary
ощущение сдавливания в груди	chest pressure	symptom	reference_only	my_glossary
ощущение тепла около сустава	warmth around joint	symptom	reference_only	my_glossary
ощущение усталости	tiredness	symptom	reference_only	my_glossary
пакет со льдом	ice pack	other_medical	reference_only	my_glossary
пальцы	fingers	anatomy	reference_only	my_glossary
пальцы ноги	toes	anatomy	reference_only	my_glossary
пандемический грипп	pandemic flu	diagnosis	reference_only	my_glossary
пандемия	pandemic	other_medical	reference_only	my_glossary
пандемия гриппа	pandemic flu	diagnosis	reference_only	my_glossary
паразит	parasite	other_medical	reference_only	my_glossary
паразиты	parasites	other_medical	reference_only	my_glossary
пароксетин	paroxetine	medication	reference_only	my_glossary
паротит	mumps	diagnosis	reference_only	my_glossary
пассивное курение	secondhand smoke	other_medical	reference_only	my_glossary
пастеризованное молоко	pasteurized milk	other_medical	reference_only	my_glossary
пастилки от боли в горле	sore throat lozenges	medication	reference_only	my_glossary
педиатр	pediatric doctor	other_medical	reference_only	my_glossary
педикулез	pediculosis	diagnosis	reference_only	my_glossary
пенициллин	penicillin	medication	reference_only	my_glossary
пенная моча	foamy urine	symptom	reference_only	my_glossary
передняя часть стопы	ball of foot	anatomy	reference_only	my_glossary
передозировка	overdose	diagnosis	reference_only	my_glossary
переливание крови	blood transfusion	procedure	reference_only	my_glossary
перелом	bone fracture	diagnosis	reference_only	my_glossary
перелом костей черепа	skull fracture	diagnosis	reference_only	my_glossary
перелом кости	bone fracture	diagnosis	reference_only	my_glossary
переломы	broken bones	diagnosis	reference_only	my_glossary
переломы костей	bone fracture	diagnosis	reference_only	my_glossary
перепады настроения	mood swings	symptom	reference_only	my_glossary
переразгибание суставов	joint extension	procedure	reference_only	my_glossary
пересадка почек	kidney transplant	procedure	reference_only	my_glossary
переходная фаза	transition	procedure	reference_only	my_glossary
перила	handrail	other_medical	reference_only	my_glossary
периоды резкого увеличения роста	growth spurts	symptom	reference_only	my_glossary
перитонеальный диализ	peritoneal dialysis	procedure	reference_only	my_glossary
периферическая невропатия	peripheral neuropathy	diagnosis	reference_only	my_glossary
перметрин	permethrin	medication	reference_only	my_glossary
першение в горле	itchy throat	symptom	reference_only	my_glossary
петлевая электрохирургическая эксцизия	loop electrosurgical excision procedure	procedure	reference_only	my_glossary
печень	liver	anatomy	reference_only	my_glossary
пикфлоуметр	peak flow meter	test	reference_only	my_glossary
пиперонил бутоксид	piperonyl butoxide	medication	reference_only	my_glossary
пипетка	dropper	other_medical	reference_only	my_glossary
пищеварение	digestion	other_medical	reference_only	my_glossary
пищеварительный тракт	digestive tract	anatomy	reference_only	my_glossary
пищевод	esophagus	anatomy	reference_only	my_glossary
плавающие объекты	floaters	symptom	reference_only	my_glossary
плавающие точки перед глазами	floating spots	symptom	reference_only	my_glossary
планирование приемом пищи	meal planning	procedure	reference_only	my_glossary
пластырь	band-aid	other_medical	reference_only	my_glossary
плацента	placenta	anatomy	reference_only	my_glossary
плач	crying	symptom	reference_only	my_glossary
плечевой бандаж	shoulder sling	procedure	reference_only	my_glossary
плечо	shoulder	anatomy	reference_only	my_glossary
плоскоклеточная карцинома	squamous cell carcinoma	diagnosis	reference_only	my_glossary
плотная мокрота	thick mucus	symptom	reference_only	my_glossary
плотность костей	bone density	test	reference_only	my_glossary
плохое кровообращение	poor blood flow	symptom	reference_only	my_glossary
плохой аппетит	poor appetite	symptom	reference_only	my_glossary
пневмококковая конъюгированная вакцина	pneumococcal conjugate	medication	reference_only	my_glossary
пневмококковая полисахаридная вакцина	pneumococcal polysaccharide	medication	reference_only	my_glossary
пневмония	pneumonia	diagnosis	reference_only	my_glossary
пневмотахометр	peak flow meter	test	reference_only	my_glossary
пневмотахометрия	peak flow	test	reference_only	my_glossary
побаливает	tender	symptom	reference_only	my_glossary
побочные эффекты	side effects	symptom	reference_only	my_glossary
побочные явления	side effects	other_medical	reference_only	my_glossary
поворот бедра	hip rotation	procedure	reference_only	my_glossary
повреждение мозга	brain damage	symptom	reference_only	my_glossary
повреждение нервов	nerve injury	diagnosis	reference_only	my_glossary
повреждение плодных оболочек	fetal membranes rupture	symptom	reference_only	my_glossary
повреждение сердца	heart damage	diagnosis	reference_only	my_glossary
повреждения глаз	eye injury	symptom	reference_only	my_glossary
повышение артериального давления	high blood pressure	diagnosis	reference_only	my_glossary
повышение температуры	fever	symptom	reference_only	my_glossary
повышенная активность железы	overactive gland	diagnosis	reference_only	my_glossary
повышенная температура	fever	symptom	reference_only	my_glossary
повышенное артериальное давление	high blood pressure	symptom	reference_only	my_glossary
повышенное выделение мочи	increased urine output	symptom	reference_only	my_glossary
повышенное давление	high blood pressure	diagnosis	reference_only	my_glossary
повышенное кровяное давление	high blood pressure	diagnosis	reference_only	my_glossary
повышенное потоотделение	sweating	symptom	reference_only	my_glossary
повышенное содержание сахара в крови	high blood sugar	symptom	reference_only	my_glossary
повышенное содержание холестерина	high blood cholesterol	diagnosis	reference_only	my_glossary
повышенное чувство голода	increased hunger	symptom	reference_only	my_glossary
повышенный уровень сахара в крови	high blood sugar	symptom	reference_only	my_glossary
повышенный уровень холестерина	high cholesterol	diagnosis	reference_only	my_glossary
повязка	bandage	procedure	reference_only	my_glossary
подавитель аппетита	appetite suppressant	other_medical	reference_only	my_glossary
подвижность плеча	shoulder range of motion	procedure	reference_only	my_glossary
подвижность плода	fetal movement	symptom	reference_only	my_glossary
подготовка кишечника	bowel prep	procedure	reference_only	my_glossary
подергивание мышцы	muscle twitch	symptom	reference_only	my_glossary
поджелудочная железа	pancreas	anatomy	reference_only	my_glossary
подкожная инъекция	subcutaneous injection	procedure	reference_only	my_glossary
подкожный укол	subcutaneous injection	procedure	reference_only	my_glossary
подмышечная впадина	armpit	anatomy	reference_only	my_glossary
поднятие пальцев ног	toe raises	procedure	reference_only	my_glossary
поднятие пятки	heel raises	procedure	reference_only	my_glossary
подождать отрыжки	burp baby	procedure	reference_only	my_glossary
подставки	stirrups	other_medical	reference_only	my_glossary
подсчет частоты шевеления плода	fetal movement count	test	reference_only	my_glossary
подушечка стопы	ball of foot	anatomy	reference_only	my_glossary
подъем прямой ноги	straight leg raise	procedure	reference_only	my_glossary
пожелтение	jaundice	symptom	reference_only	my_glossary
позвонки	vertebrae	anatomy	reference_only	my_glossary
позвоночник	spine	anatomy	reference_only	my_glossary
покалывание	tingling	symptom	reference_only	my_glossary
покалывать	tingle	symptom	reference_only	my_glossary
покраснение	redness	symptom	reference_only	my_glossary
покраснение в области шва	redness at incision	symptom	reference_only	my_glossary
покраснение или отек	redness and swelling	symptom	reference_only	my_glossary
покраснение кожи	red skin	symptom	reference_only	my_glossary
покраснение кожи около сустава	redness around joint	symptom	reference_only	my_glossary
поливитамины и минеральные добавки	multivitamin supplement	medication	reference_only	my_glossary
полиомиелит	polio	diagnosis	reference_only	my_glossary
полипы	polyps	diagnosis	reference_only	my_glossary
полисомнография	polysomnography	test	reference_only	my_glossary
полиэтиленгликоль	polyethylene glycol	medication	reference_only	my_glossary
полная замена коленного сустава	total knee replacement	procedure	reference_only	my_glossary
полная замена тазобедренного сустава	total hip replacement	procedure	reference_only	my_glossary
половые губы	labia	anatomy	reference_only	my_glossary
положение на боку	side-lying position	procedure	reference_only	my_glossary
положение на животе	tummy time	procedure	reference_only	my_glossary
полоски steri-strip	steri strips	other_medical	reference_only	my_glossary
помрачение сознания	confused thoughts	symptom	reference_only	my_glossary
помутнение зрения	blurred vision	symptom	reference_only	my_glossary
помутнение сознания	confusion	symptom	reference_only	my_glossary
понос	diarrhea	symptom	reference_only	my_glossary
поперечная мышца живота	transverse abdominis	anatomy	reference_only	my_glossary
поперхивание	choking	symptom	reference_only	my_glossary
поражение кожи	skin lesion	symptom	reference_only	my_glossary
поражение нервных окончаний	nerve damage	diagnosis	reference_only	my_glossary
поражение почек	kidney damage	diagnosis	reference_only	my_glossary
пористая поверхность	porous surface	other_medical	reference_only	my_glossary
пороки клапанов сердца	heart valve problems	diagnosis	reference_only	my_glossary
поршень	plunger	other_medical	reference_only	my_glossary
посещение женской консультации	prenatal visit	procedure	reference_only	my_glossary
посинение	cyanosis	symptom	reference_only	my_glossary
посинение вокруг рта	blueness around mouth	symptom	reference_only	my_glossary
посинение ногтей	bluish-gray fingernails	symptom	reference_only	my_glossary
послед	afterbirth	anatomy	reference_only	my_glossary
послеоперационная палата	recovery room	other_medical	reference_only	my_glossary
послеродовая депрессия	postpartum depression	diagnosis	reference_only	my_glossary
послеродовый стресс	baby blues	diagnosis	reference_only	my_glossary
постоянная боль	constant pain	symptom	reference_only	my_glossary
постуральный дренаж	postural drainage	procedure	reference_only	my_glossary
потеря аппетита	loss of appetite	symptom	reference_only	my_glossary
потеря бокового зрения	loss of peripheral vision	symptom	reference_only	my_glossary
потеря веса	loss of height	symptom	reference_only	my_glossary
потеря волос	hair loss	symptom	reference_only	my_glossary
потеря зрения	vision loss	symptom	reference_only	my_glossary
потеря интереса	loss of interest	symptom	reference_only	my_glossary
потеря интереса к сексу	loss of interest in sex	symptom	reference_only	my_glossary
потеря конечности	limb loss	symptom	reference_only	my_glossary
потеря костной массы	bone loss	symptom	reference_only	my_glossary
потеря крови	blood loss	symptom	reference_only	my_glossary
потеря мышечной массы	muscle loss	symptom	reference_only	my_glossary
потеря обоняния	loss of sense of smell	symptom	reference_only	my_glossary
потеря памяти	loss of memory	symptom	reference_only	my_glossary
потеря психической ориентированности	loss of awareness	symptom	reference_only	my_glossary
потеря равновесия	balance loss	symptom	reference_only	my_glossary
потеря слуха	hearing loss	diagnosis	reference_only	my_glossary
потеря сознания	loss of consciousness	symptom	reference_only	my_glossary
потеря способности общаться	loss of communication ability	symptom	reference_only	my_glossary
потеря центрального зрения	loss of central vision	symptom	reference_only	my_glossary
потеря чувствительности	loss of feeling	symptom	reference_only	my_glossary
потерять равновесие	lose balance	symptom	reference_only	my_glossary
потоотделение	sweating	symptom	reference_only	my_glossary
потоотделение во время сна	night sweats	symptom	reference_only	my_glossary
потоотделение ночью	night sweats	symptom	reference_only	my_glossary
потрескавшиеся губы	cracked lips	symptom	reference_only	my_glossary
потрескавшийся сосок	cracked nipple	symptom	reference_only	my_glossary
похудение	weight loss	other_medical	reference_only	my_glossary
похудение или увеличение веса	weight loss or gain	symptom	reference_only	my_glossary
почечная недостаточность	kidney failure	diagnosis	reference_only	my_glossary
почки	kidneys	anatomy	reference_only	my_glossary
пощипывание	tingling	symptom	reference_only	my_glossary
появление на коже язв	skin breaks	symptom	reference_only	my_glossary
поясница	lower back	anatomy	reference_only	my_glossary
пояснично-перитонеальный шунт	lp shunt	other_medical	reference_only	my_glossary
поясничный изгиб	lumbar curve	anatomy	reference_only	my_glossary
поясничный отдел позвоночника	lumbar spine	anatomy	reference_only	my_glossary
поясничный прокол	spinal tap	procedure	reference_only	my_glossary
правильная осанка	normal curves in back	other_medical	reference_only	my_glossary
правое предсердие	right atrium	anatomy	reference_only	my_glossary
предварительные распоряжения	advance directives	other_medical	reference_only	my_glossary
преддиабет	prediabetes	diagnosis	reference_only	my_glossary
предплечье	forearm	anatomy	reference_only	my_glossary
преждевременные роды	early delivery	symptom	reference_only	my_glossary
презервативы	condoms	other_medical	reference_only	my_glossary
прекращение дыхания	lack of breathing	symptom	reference_only	my_glossary
препарат витамина d	vitamin d supplement	medication	reference_only	my_glossary
препарат по рецепту	prescription medicine	medication	reference_only	my_glossary
препарат, разжижающий кровь	blood thinner medicine	medication	reference_only	my_glossary
препараты кальция	calcium supplements	medication	reference_only	my_glossary
препараты, разжижающие кровь	blood thinners	medication	reference_only	my_glossary
преэклампсия	pre-eclampsia	diagnosis	reference_only	my_glossary
прибор для поддержания постоянного положительного давления в дыхательных путях	continuous positive airway pressure machine	procedure	reference_only	my_glossary
прибывание молока	breast engorgement	symptom	reference_only	my_glossary
прививка от гриппа	flu shot	medication	reference_only	my_glossary
прививка от пневмонии	pneumonia vaccine	procedure	reference_only	my_glossary
прививка от столбняка	tetanus vaccine	medication	reference_only	my_glossary
прививки	vaccinations	procedure	reference_only	my_glossary
прижимание колен к груди	double knee to chest	procedure	reference_only	my_glossary
прижимание колена	knee push	procedure	reference_only	my_glossary
прижимание колена к груди	knee to chest	procedure	reference_only	my_glossary
признаки голода	feeding cues	symptom	reference_only	my_glossary
признаки готовности к сосанию	feeding cues	other_medical	reference_only	my_glossary
признаки инфекции	infection signs	symptom	reference_only	my_glossary
прикладывание к груди	breastfeeding	procedure	reference_only	my_glossary
прикладывание льда	ice application	procedure	reference_only	my_glossary
приливы	hot flashes	symptom	reference_only	my_glossary
припадки	seizures	diagnosis	reference_only	my_glossary
припадок	seizure	symptom	reference_only	my_glossary
припухание молочных желез	swollen breasts	symptom	reference_only	my_glossary
припухлость	lump	symptom	reference_only	my_glossary
припухлость век	swollen eyes	symptom	reference_only	my_glossary
припухлость десен	swollen gums	symptom	reference_only	my_glossary
присасываться	latch on	other_medical	reference_only	my_glossary
приседания с упором на стену	wall slide	procedure	reference_only	my_glossary
пристальный взгляд	staring spells	symptom	reference_only	my_glossary
приступ астмы	asthma attack	symptom	reference_only	my_glossary
приступы астмы	asthma attacks	diagnosis	reference_only	my_glossary
проба ворсинчатого хориона	chorionic villus sampling	procedure	reference_only	my_glossary
проблемы глотания	swallowing problems	symptom	reference_only	my_glossary
проблемы при хождении	trouble walking	symptom	reference_only	my_glossary
проблемы с бодрствованием	trouble staying awake	symptom	reference_only	my_glossary
проблемы с вниманием	concentration problems	symptom	reference_only	my_glossary
проблемы с глотанием	swallowing problem	symptom	reference_only	my_glossary
проблемы с деснами	gum problems	symptom	reference_only	my_glossary
проблемы с дыханием	breathing problems	symptom	reference_only	my_glossary
проблемы с жеванием	chewing problems	symptom	reference_only	my_glossary
проблемы с координацией	coordination issues	symptom	reference_only	my_glossary
проблемы с координацией движений	coordination issues	symptom	reference_only	my_glossary
проблемы с кровообращением	circulation problems	symptom	reference_only	my_glossary
