Russian	English	Category	Confidence	Sources	Issues	_reject_reason
пассивный	dispersing electrode		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пассивный' → 'dispersing electrode'
патогенный	causal organism		needs_human_review	akzhigitov_2_5		tilde_artifact: 'патогенный' → 'causal organism'
патогенный	disease-associated serotype		needs_human_review	akzhigitov_2_5		tilde_artifact: 'патогенный' → 'disease-associated serotype'
патогенный	disease-causing		needs_human_review	akzhigitov_2_5		tilde_artifact: 'патогенный' → 'disease-causing'
патогенный	disease-producing factor		needs_human_review	akzhigitov_2_5		tilde_artifact: 'патогенный' → 'disease-producing factor'
патогномоничный	genetico-induced morbi		needs_human_review	akzhigitov_2_5		tilde_artifact: 'патогномоничный' → 'genetico-induced morbi'
пенициллиноустойчивый	penicillin-fast		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пенициллиноустойчивый' → 'penicillin-fast'
пенициллиночувствительный	penicillin-sensitive		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пенициллиночувствительный' → 'penicillin-sensitive'
первично-множественный	multicentric carcinoma		needs_human_review	akzhigitov_2_5		tilde_artifact: 'первично-множественный' → 'multicentric carcinoma'
первичный	full-length transcript		needs_human_review	akzhigitov_2_5		tilde_artifact: 'первичный' → 'full-length transcript'
первичный	primary amyloidosis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'первичный' → 'primary amyloidosis'
перенесённый	healed myocardial infarction		needs_human_review	akzhigitov_2_5		tilde_artifact: 'перенесённый' → 'healed myocardial infarction'
перенесённый	materno-embryonally transferred		needs_human_review	akzhigitov_2_5		tilde_artifact: 'перенесённый' → 'materno-embryonally transferred'
перераспределительный	relative leukocytosis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'перераспределительный' → 'relative leukocytosis'
переходноклеточный	transitional cell carcinoma		needs_human_review	akzhigitov_2_5		tilde_artifact: 'переходноклеточный' → 'transitional cell carcinoma'
переходный	transitional epithelium,/)/, epithelia		needs_human_review	akzhigitov_2_5		tilde_artifact: 'переходный' → 'transitional epithelium,/)/, epithelia'
перидуктальный	plasma cell mastitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'перидуктальный' → 'plasma cell mastitis'
петлеобразный	ausate, ansiform		needs_human_review	akzhigitov_2_5		tilde_artifact: 'петлеобразный' → 'ausate, ansiform'
пиогенный	pyogen(et)ic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пиогенный' → 'pyogen(et)ic'
пищеводно-бронхиальный	esophago-bronchial fissure		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пищеводно-бронхиальный' → 'esophago-bronchial fissure'
плоский	arthrodial joint		needs_human_review	akzhigitov_2_5		tilde_artifact: 'плоский' → 'arthrodial joint'
плотностенный	solid-walled		needs_human_review	akzhigitov_2_5		tilde_artifact: 'плотностенный' → 'solid-walled'
поверхностно-активный	surface-active		needs_human_review	akzhigitov_2_5		tilde_artifact: 'поверхностно-активный' → 'surface-active'
повозрастной	age specific nuptiality		needs_human_review	akzhigitov_2_5		tilde_artifact: 'повозрастной' → 'age specific nuptiality'
подагрический	podagral, podagric, podagrous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'подагрический' → 'podagral, podagric, podagrous'
подклапанный	infundibular stenosis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'подклапанный' → 'infundibular stenosis'
подкожный	subdermal, subdermic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'подкожный' → 'subdermal, subdermic'
подмышсчно-бедренный	axillofemoral bypass		needs_human_review	akzhigitov_2_5		tilde_artifact: 'подмышсчно-бедренный' → 'axillofemoral bypass'
поднадкостничный	subperiosteal abscess		needs_human_review	akzhigitov_2_5		tilde_artifact: 'поднадкостничный' → 'subperiosteal abscess'
подъязычно-надгортанный	hyoepiglottic, hyoepiglottidean		needs_human_review	akzhigitov_2_5		tilde_artifact: 'подъязычно-надгортанный' → 'hyoepiglottic, hyoepiglottidean'
позвоночный	rachidial, rachidian		needs_human_review	akzhigitov_2_5		tilde_artifact: 'позвоночный' → 'rachidial, rachidian'
поисковый	explorative, exploratory		needs_human_review	akzhigitov_2_5		tilde_artifact: 'поисковый' → 'explorative, exploratory'
поликлинический	physician office immunoassay		needs_human_review	akzhigitov_2_5		tilde_artifact: 'поликлинический' → 'physician office immunoassay'
полиморфный	dermatitis multiformis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'полиморфный' → 'dermatitis multiformis'
полинуклеарный	polynuclear, polynucleated		needs_human_review	akzhigitov_2_5		tilde_artifact: 'полинуклеарный' → 'polynuclear, polynucleated'
полирезистентный	multidrug-resistant		needs_human_review	akzhigitov_2_5		tilde_artifact: 'полирезистентный' → 'multidrug-resistant'
полиэндокринный	Wermer's prasad		needs_human_review	akzhigitov_2_5		"tilde_artifact: 'полиэндокринный' → ""Wermer's prasad"""
полный	full-bodied		needs_human_review	akzhigitov_2_5		tilde_artifact: 'полный' → 'full-bodied'
послеоперационный	postoperative shock		needs_human_review	akzhigitov_2_5		tilde_artifact: 'послеоперационный' → 'postoperative shock'
послеоперационный	postsurgery, postsurgical		needs_human_review	akzhigitov_2_5		tilde_artifact: 'послеоперационный' → 'postsurgery, postsurgical'
послойный	layer-by-layer		needs_human_review	akzhigitov_2_5		tilde_artifact: 'послойный' → 'layer-by-layer'
поствакцинальный	artificial active immunity		needs_human_review	akzhigitov_2_5		tilde_artifact: 'поствакцинальный' → 'artificial active immunity'
поствакцинальный	postinoculation poliomyelitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'поствакцинальный' → 'postinoculation poliomyelitis'
поствакцинальный	vaccine-challenged		needs_human_review	akzhigitov_2_5		tilde_artifact: 'поствакцинальный' → 'vaccine-challenged'
пострадавший	affected patient		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пострадавший' → 'affected patient'
пострадавший	casualty mammotrop(h)in		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пострадавший' → 'casualty mammotrop(h)in'
пострадавший	injured individual		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пострадавший' → 'injured individual'
посттрансплантационный	post-transplantation		needs_human_review	akzhigitov_2_5		tilde_artifact: 'посттрансплантационный' → 'post-transplantation'
пофаничный	cut-off		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пофаничный' → 'cut-off'
праворукий	right-handed		needs_human_review	akzhigitov_2_5		tilde_artifact: 'праворукий' → 'right-handed'
преагональный	preagonal, preagonic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'преагональный' → 'preagonal, preagonic'
преддверно-улитковый	acoustic nerve		needs_human_review	akzhigitov_2_5		tilde_artifact: 'преддверно-улитковый' → 'acoustic nerve'
предсмертный	premortal, premortem		needs_human_review	akzhigitov_2_5		tilde_artifact: 'предсмертный' → 'premortal, premortem'
приобретённый	allochthonic, allochthonous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'приобретённый' → 'allochthonic, allochthonous'
причинно-следственный	cause-and-effect		needs_human_review	akzhigitov_2_5		tilde_artifact: 'причинно-следственный' → 'cause-and-effect'
программированный	pre-set		needs_human_review	akzhigitov_2_5		tilde_artifact: 'программированный' → 'pre-set'
пролиферативный	proliferative, proliferous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пролиферативный' → 'proliferative, proliferous'
пролонгированный	extended-release		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пролонгированный' → 'extended-release'
промежуточный	intermediate calf prochymosin		needs_human_review	akzhigitov_2_5		tilde_artifact: 'промежуточный' → 'intermediate calf prochymosin'
пропитанный	mucus-impregnated		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пропитанный' → 'mucus-impregnated'
прорезиненный	rubber-coated, rubber-covered		needs_human_review	akzhigitov_2_5		tilde_artifact: 'прорезиненный' → 'rubber-coated, rubber-covered'
просроченный	out of date		needs_human_review	akzhigitov_2_5		tilde_artifact: 'просроченный' → 'out of date'
протеолитический	protein-degrading enzyme		needs_human_review	akzhigitov_2_5		tilde_artifact: 'протеолитический' → 'protein-degrading enzyme'
противоглистный	anthelmint(h)ic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'противоглистный' → 'anthelmint(h)ic'
противомалярийный	malari(a)cidal		needs_human_review	akzhigitov_2_5		tilde_artifact: 'противомалярийный' → 'malari(a)cidal'
противораковый	anticancer, anticarcinogenk		needs_human_review	akzhigitov_2_5		tilde_artifact: 'противораковый' → 'anticancer, anticarcinogenk'
противостенокардитический	anti-anginal		needs_human_review	akzhigitov_2_5		tilde_artifact: 'противостенокардитический' → 'anti-anginal'
Противостолбнячный	Tetanus immunoglobulin, syn. Tetanus immune globulin		reference_only	vaccine_pdf_WHO		tilde_artifact: 'Противостолбнячный' → 'Tetanus immunoglobulin, syn. Tetanus immune globulin'
противоточный	connter-(current) immunoelectrophoresis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'противоточный' → 'connter-(current) immunoelectrophoresis'
противоточный	immuno-osmophoresis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'противоточный' → 'immuno-osmophoresis'
противоэрозионный	erosion-preventive		needs_human_review	akzhigitov_2_5		tilde_artifact: 'противоэрозионный' → 'erosion-preventive'
проточный	continuous peritoneal lavage		needs_human_review	akzhigitov_2_5		tilde_artifact: 'проточный' → 'continuous peritoneal lavage'
псевдозаражённый	mock-infected		needs_human_review	akzhigitov_2_5		tilde_artifact: 'псевдозаражённый' → 'mock-infected'
психогенный	psychogen(et)ic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'психогенный' → 'psychogen(et)ic'
психосоматический	body-mind		needs_human_review	akzhigitov_2_5		tilde_artifact: 'психосоматический' → 'body-mind'
психосоматический	mind-body		needs_human_review	akzhigitov_2_5		tilde_artifact: 'психосоматический' → 'mind-body'
пупочно-брыжеечный	omphalomesaraic, omphalomesenteric		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пупочно-брыжеечный' → 'omphalomesaraic, omphalomesenteric'
пучеглазый	lobster-eyed		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пучеглазый' → 'lobster-eyed'
пьяный	zig-zag si		needs_human_review	akzhigitov_2_5		tilde_artifact: 'пьяный' → 'zig-zag si'
радиоиммунохимический	radioimmunochemical multicolor		needs_human_review	akzhigitov_2_5		tilde_artifact: 'радиоиммунохимический' → 'radioimmunochemical multicolor'
разветвлённый	brachiate, brachiferous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'разветвлённый' → 'brachiate, brachiferous'
раздробленный	vertebral crush fracture		needs_human_review	akzhigitov_2_5		tilde_artifact: 'раздробленный' → 'vertebral crush fracture'
разновозрастный	mixed-aged		needs_human_review	akzhigitov_2_5		tilde_artifact: 'разновозрастный' → 'mixed-aged'
распределительный	distributing tank		needs_human_review	akzhigitov_2_5		tilde_artifact: 'распределительный' → 'distributing tank'
распространённый	extensive disease		needs_human_review	akzhigitov_2_5		tilde_artifact: 'распространённый' → 'extensive disease'
рассеянный	disseminated hemangiomatosis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'рассеянный' → 'disseminated hemangiomatosis'
расшифровка			reference_only	baldwin_reference		empty_en_after_fix
редкий	less common		needs_human_review	akzhigitov_2_5		tilde_artifact: 'редкий' → 'less common'
рентабельный	cost-effective		needs_human_review	akzhigitov_2_5		tilde_artifact: 'рентабельный' → 'cost-effective'
респираторно-синцитиальный	respiratory syncytial crocidura		needs_human_review	akzhigitov_2_5		tilde_artifact: 'респираторно-синцитиальный' → 'respiratory syncytial crocidura'
рефлексогенный	reflexogenic, reflexogenous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'рефлексогенный' → 'reflexogenic, reflexogenous'
ритмический	rhythmic(al)		reference_only	baldwin_reference		tilde_artifact: 'ритмический' → 'rhythmic(al)'
ритмичный	rhythmic(al)		reference_only	baldwin_reference		tilde_artifact: 'ритмичный' → 'rhythmic(al)'
ромашковый	camomile/chamomile		reference_only	baldwin_reference		tilde_artifact: 'ромашковый' → 'camomile/chamomile'
ротационный	rotational staff		needs_human_review	akzhigitov_2_5		tilde_artifact: 'ротационный' → 'rotational staff'
ротоглоточный	oropharyngeal airway		needs_human_review	akzhigitov_2_5		tilde_artifact: 'ротоглоточный' → 'oropharyngeal airway'
самопроизвольный	self-existing		reference_only	baldwin_reference		tilde_artifact: 'самопроизвольный' → 'self-existing'
сапрогенный	saprogenic, saprogenous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сапрогенный' → 'saprogenic, saprogenous'
светлоклеточный	clear-cell		needs_human_review	akzhigitov_2_5		tilde_artifact: 'светлоклеточный' → 'clear-cell'
светочувствительный	light-sensitive		needs_human_review	akzhigitov_2_5		tilde_artifact: 'светочувствительный' → 'light-sensitive'
свободный	free chronic hepatitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'свободный' → 'free chronic hepatitis'
своевременный	well-timed		needs_human_review	akzhigitov_2_5		tilde_artifact: 'своевременный' → 'well-timed'
связанный	age-associated		needs_human_review	akzhigitov_2_5		tilde_artifact: 'связанный' → 'age-associated'
сдержанный	self-contained		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сдержанный' → 'self-contained'
сдинобугорный	spinothalamic tract		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сдинобугорный' → 'spinothalamic tract'
себорейный	seborrheal, seborrheic, seborrheic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'себорейный' → 'seborrheal, seborrheic, seborrheic'
секвестрированный	sequestered hepatitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'секвестрированный' → 'sequestered hepatitis'
сенестопатическиипохондрический	senestopathic-hypochondriacal		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сенестопатическиипохондрический' → 'senestopathic-hypochondriacal'
сенсибилизированный	effector allospecific cytoxic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сенсибилизированный' → 'effector allospecific cytoxic'
сердечная мышца, миокард			reference_only	baldwin_reference		empty_en_after_fix
сетчатый	reticular lymphangitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сетчатый' → 'reticular lymphangitis'
сетчатый	reticular, reticulated		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сетчатый' → 'reticular, reticulated'
сибиреязвенный	malignant carbuncle		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сибиреязвенный' → 'malignant carbuncle'
сильный	vehemency, vehement		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сильный' → 'vehemency, vehement'
симпатикотропный	sympathicotrope, sympathicotropic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'симпатикотропный' → 'sympathicotrope, sympathicotropic'
синдром Фримена- Шелдона, краниокарпотарзальная дисплазия, синдром «лицо свистящего человека»			reference_only	baldwin_reference		empty_en_after_fix
синергический	synerg(et)ic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'синергический' → 'synerg(et)ic'
сиплый	horse voice		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сиплый' → 'horse voice'
скарлатиноподобный	scarlatiniform, scarlatinoid		needs_human_review	akzhigitov_2_5		tilde_artifact: 'скарлатиноподобный' → 'scarlatiniform, scarlatinoid'
склеродермоподобный	morphea-like		needs_human_review	akzhigitov_2_5		tilde_artifact: 'склеродермоподобный' → 'morphea-like'
слабовыражеиный	slight symptom		needs_human_review	akzhigitov_2_5		tilde_artifact: 'слабовыражеиный' → 'slight symptom'
слабовыраженный	slight sign		needs_human_review	akzhigitov_2_5		tilde_artifact: 'слабовыраженный' → 'slight sign'
слабореактивный	slow-reacting		needs_human_review	akzhigitov_2_5		tilde_artifact: 'слабореактивный' → 'slow-reacting'
слабощелочной	weakly alkaline		needs_human_review	akzhigitov_2_5		tilde_artifact: 'слабощелочной' → 'weakly alkaline'
слипчивый	adhesive pledget		needs_human_review	akzhigitov_2_5		tilde_artifact: 'слипчивый' → 'adhesive pledget'
слюнный	sialic, sialine		needs_human_review	akzhigitov_2_5		tilde_artifact: 'слюнный' → 'sialic, sialine'
смешанный	mixed astigmatism, astigmia		needs_human_review	akzhigitov_2_5		tilde_artifact: 'смешанный' → 'mixed astigmatism, astigmia'
сноподобный	dream-like		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сноподобный' → 'dream-like'
снотворный	somniferous, somnific		needs_human_review	akzhigitov_2_5		tilde_artifact: 'снотворный' → 'somniferous, somnific'
собранный	self-collected		needs_human_review	akzhigitov_2_5		tilde_artifact: 'собранный' → 'self-collected'
содружественный	conjugate nystagmus		needs_human_review	akzhigitov_2_5		tilde_artifact: 'содружественный' → 'conjugate nystagmus'
соматический	morphologic sex		needs_human_review	akzhigitov_2_5		tilde_artifact: 'соматический' → 'morphologic sex'
сосочково-плоскоклеточный	verrucous squamous carcinoma		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сосочково-плоскоклеточный' → 'verrucous squamous carcinoma'
сочетанный	combined mitral disease		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сочетанный' → 'combined mitral disease'
специфический	offend [offending) allergen		needs_human_review	akzhigitov_2_5		tilde_artifact: 'специфический' → 'offend [offending) allergen'
спиралеобразный	turbinal, turbinate		needs_human_review	akzhigitov_2_5		tilde_artifact: 'спиралеобразный' → 'turbinal, turbinate'
спокойный	even-minded		needs_human_review	akzhigitov_2_5		tilde_artifact: 'спокойный' → 'even-minded'
спорогенный	spore-bearing		needs_human_review	akzhigitov_2_5		tilde_artifact: 'спорогенный' → 'spore-bearing'
способность передвигаться (ходьба)			reference_only	baldwin_reference		empty_en_after_fix
среднетяжёлый	intermediate isotope		needs_human_review	akzhigitov_2_5		tilde_artifact: 'среднетяжёлый' → 'intermediate isotope'
старческий	gerontal, gerontic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'старческий' → 'gerontal, gerontic'
стафилококковый	staphylococcal-antisalmonella reagent		needs_human_review	akzhigitov_2_5		tilde_artifact: 'стафилококковый' → 'staphylococcal-antisalmonella reagent'
стероидрезистентный	steroid-refractory		needs_human_review	akzhigitov_2_5		tilde_artifact: 'стероидрезистентный' → 'steroid-refractory'
столбчаю-клеточный	columnar-celled		needs_human_review	akzhigitov_2_5		tilde_artifact: 'столбчаю-клеточный' → 'columnar-celled'
структурно-функциональный	structure-function multicolor		needs_human_review	akzhigitov_2_5		tilde_artifact: 'структурно-функциональный' → 'structure-function multicolor'
студенистый	tremelloid, tremeliose		needs_human_review	akzhigitov_2_5		tilde_artifact: 'студенистый' → 'tremelloid, tremeliose'
субментовертикальный	submentovertical pad		needs_human_review	akzhigitov_2_5		tilde_artifact: 'субментовертикальный' → 'submentovertical pad'
субпсихотический	border-line psychosurgery		needs_human_review	akzhigitov_2_5		tilde_artifact: 'субпсихотический' → 'border-line psychosurgery'
субтотальный	near-total		needs_human_review	akzhigitov_2_5		tilde_artifact: 'субтотальный' → 'near-total'
субэпидермальный	subepidermal, snbepidermic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'субэпидермальный' → 'subepidermal, snbepidermic'
судорожный	spasmodic laughter		needs_human_review	akzhigitov_2_5		tilde_artifact: 'судорожный' → 'spasmodic laughter'
судорожный	tonico-clonic seizures		needs_human_review	akzhigitov_2_5		tilde_artifact: 'судорожный' → 'tonico-clonic seizures'
судорожный	whooping sydenham's		needs_human_review	akzhigitov_2_5		"tilde_artifact: 'судорожный' → ""whooping sydenham's"""
супрааурикулярный	supra-auricular		needs_human_review	akzhigitov_2_5		tilde_artifact: 'супрааурикулярный' → 'supra-auricular'
сурфактантассоциированный	surfactantassociated protein		needs_human_review	akzhigitov_2_5		tilde_artifact: 'сурфактантассоциированный' → 'surfactantassociated protein'
схваткообразный	cramp-like		needs_human_review	akzhigitov_2_5		tilde_artifact: 'схваткообразный' → 'cramp-like'
табетический	tab(et)ic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'табетический' → 'tab(et)ic'
твердофазный	centrifugation-augmented solidphase immunoassay		needs_human_review	akzhigitov_2_5		tilde_artifact: 'твердофазный' → 'centrifugation-augmented solidphase immunoassay'
творожистый	tyroid nam		needs_human_review	akzhigitov_2_5		tilde_artifact: 'творожистый' → 'tyroid nam'
твёрдый	solid-state		needs_human_review	akzhigitov_2_5		tilde_artifact: 'твёрдый' → 'solid-state'
тегументарный	anergic cutaneous leishmaniasis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тегументарный' → 'anergic cutaneous leishmaniasis'
теплокровный	warm-blooded		needs_human_review	akzhigitov_2_5		tilde_artifact: 'теплокровный' → 'warm-blooded'
термогравиметрический	thermogravimetric multicolor		needs_human_review	akzhigitov_2_5		tilde_artifact: 'термогравиметрический' → 'thermogravimetric multicolor'
термолабильный	heat-labile		needs_human_review	akzhigitov_2_5		tilde_artifact: 'термолабильный' → 'heat-labile'
термостойкий	coctostabile, coctostable		needs_human_review	akzhigitov_2_5		tilde_artifact: 'термостойкий' → 'coctostabile, coctostable'
тест-антигеновый	panel-reactive		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тест-антигеновый' → 'panel-reactive'
типичный	most common pathogen		needs_human_review	akzhigitov_2_5		tilde_artifact: 'типичный' → 'most common pathogen'
тиреотропный	thyroid-stimulating		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тиреотропный' → 'thyroid-stimulating'
тонкослойный	narrow-zoned		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тонкослойный' → 'narrow-zoned'
тонкослойный	thin-layer		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тонкослойный' → 'thin-layer'
торпидный	torpent, torpid		needs_human_review	akzhigitov_2_5		tilde_artifact: 'торпидный' → 'torpent, torpid'
травмированный	victim of injury		needs_human_review	akzhigitov_2_5		tilde_artifact: 'травмированный' → 'victim of injury'
тракционный	Rokitansky's diverticulum		needs_human_review	akzhigitov_2_5		"tilde_artifact: 'тракционный' → ""Rokitansky's diverticulum"""
трансграничный	transboundary pollution		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трансграничный' → 'transboundary pollution'
транскультуральный	cross-cultural		needs_human_review	akzhigitov_2_5		tilde_artifact: 'транскультуральный' → 'cross-cultural'
трансмиссивный	tick-born		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трансмиссивный' → 'tick-born'
трансмиссивный	vector-borne		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трансмиссивный' → 'vector-borne'
трансмуральный	through-and-through myocardial infarction		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трансмуральный' → 'through-and-through myocardial infarction'
трансфарингеальный	transpharyngeal panoramic film		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трансфарингеальный' → 'transpharyngeal panoramic film'
трихоринофалангеальный	trichorhinophalangeal atrioventricular valve		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трихоринофалангеальный' → 'trichorhinophalangeal atrioventricular valve'
трубчатый	tubulose, tubulous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трубчатый' → 'tubulose, tubulous'
трёхдольчатый	trilobate, trilobed		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трёхдольчатый' → 'trilobate, trilobed'
трёхмерный	three-dimensional		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трёхмерный' → 'three-dimensional'
трёхфазный	three-phase		needs_human_review	akzhigitov_2_5		tilde_artifact: 'трёхфазный' → 'three-phase'
тупоконечный	blunt-pointed		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тупоконечный' → 'blunt-pointed'
тяжелобольной	critically ileitis		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тяжелобольной' → 'critically ileitis'
тяжелобольной	fatal caseate		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тяжелобольной' → 'fatal caseate'
тяжелобольной	violently ileopsoas		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тяжелобольной' → 'violently ileopsoas'
тяжелораненый	seriously wounded		needs_human_review	akzhigitov_2_5		tilde_artifact: 'тяжелораненый' → 'seriously wounded'
узелковый	nodulose, nodulous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'узелковый' → 'nodulose, nodulous'
узкоголовый	stenocephalia stenocephalous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'узкоголовый' → 'stenocephalia stenocephalous'
узловатый	torose, torous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'узловатый' → 'torose, torous'
ультрафиолетовый	extra-violet		needs_human_review	akzhigitov_2_5		tilde_artifact: 'ультрафиолетовый' → 'extra-violet'
умалишённый	bereft of reason2		needs_human_review	akzhigitov_2_5		tilde_artifact: 'умалишённый' → 'bereft of reason2'
унылый	low-spirited		needs_human_review	akzhigitov_2_5		tilde_artifact: 'унылый' → 'low-spirited'
уравновешенный	balanced bite		needs_human_review	akzhigitov_2_5		tilde_artifact: 'уравновешенный' → 'balanced bite'
уравновешенный	balanced occlusion		needs_human_review	akzhigitov_2_5		tilde_artifact: 'уравновешенный' → 'balanced occlusion'
устаревший	out of date		needs_human_review	akzhigitov_2_5		tilde_artifact: 'устаревший' → 'out of date'
устный) перевод			reference_only	baldwin_reference		empty_en_after_fix
уфеподобный	acne(i)form		needs_human_review	akzhigitov_2_5		tilde_artifact: 'уфеподобный' → 'acne(i)form'
учёный	research professionals		needs_human_review	akzhigitov_2_5		tilde_artifact: 'учёный' → 'research professionals'
фармацевтический	pharmaceutic(al)		reference_only	baldwin_reference		tilde_artifact: 'фармацевтический' → 'pharmaceutic(al)'
фекально-оральный	fecal-oral		needs_human_review	akzhigitov_2_5		tilde_artifact: 'фекально-оральный' → 'fecal-oral'
Фекальный	Fecal (faecal)		reference_only	covid_dict		tilde_artifact: 'Фекальный' → 'Fecal (faecal)'
фильтрационный	enzyme-linked immunofiltration assay		needs_human_review	akzhigitov_2_5		tilde_artifact: 'фильтрационный' → 'enzyme-linked immunofiltration assay'
фурункл, нарыв, чирей			reference_only	baldwin_reference		empty_en_after_fix
хвостовидный	tail-shaped		needs_human_review	akzhigitov_2_5		tilde_artifact: 'хвостовидный' → 'tail-shaped'
хладнокровный	cold-blooded		needs_human_review	akzhigitov_2_5		tilde_artifact: 'хладнокровный' → 'cold-blooded'
хлорид-чувствительный	chlorid-responsive chlorid-resistant		needs_human_review	akzhigitov_2_5		tilde_artifact: 'хлорид-чувствительный' → 'chlorid-responsive chlorid-resistant'
холиномиметический	cholinoceptive, cholinergic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'холиномиметический' → 'cholinoceptive, cholinergic'
холодоустойчивый	frigostab(i)le		needs_human_review	akzhigitov_2_5		tilde_artifact: 'холодоустойчивый' → 'frigostab(i)le'
хореический	choreal, choreic		needs_human_review	akzhigitov_2_5		tilde_artifact: 'хореический' → 'choreal, choreic'
хороший	good-fair		needs_human_review	akzhigitov_2_5		tilde_artifact: 'хороший' → 'good-fair'
хриплый	rhonch(i)al		needs_human_review	akzhigitov_2_5		tilde_artifact: 'хриплый' → 'rhonch(i)al'
хроматографический	stream chromatography multicolor		needs_human_review	akzhigitov_2_5		tilde_artifact: 'хроматографический' → 'stream chromatography multicolor'
цельностеклянный	all-glass		needs_human_review	akzhigitov_2_5		tilde_artifact: 'цельностеклянный' → 'all-glass'
церебро-гепато-ренальный	cerebro-hepato-renal syndrome		needs_human_review	akzhigitov_2_5		tilde_artifact: 'церебро-гепато-ренальный' → 'cerebro-hepato-renal syndrome'
цианотичный	cyanochroic, cyanochrous		needs_human_review	akzhigitov_2_5		tilde_artifact: 'цианотичный' → 'cyanochroic, cyanochrous'
цилиндрический	cylindrical epithelium,/)/, epithelia		needs_human_review	akzhigitov_2_5		tilde_artifact: 'цилиндрический' → 'cylindrical epithelium,/)/, epithelia'
цилиндроклеточный	cylindric cell carcinoma		needs_human_review	akzhigitov_2_5		tilde_artifact: 'цилиндроклеточный' → 'cylindric cell carcinoma'
