Russian	English	Confidence	Sources
пипетка с тормозом	braking pipet(te)	needs_human_review	akzhigitov_2_5
пипетка с широким отверстием для взятия пробы	wide-bore pipet(te)	needs_human_review	akzhigitov_2_5
пирамида  височной кости	periotic orbital; petrous pyramid	needs_human_review	akzhigitov_2_5
пирамида продолговатого мозга	pyramid of medulla oblongata	needs_human_review	akzhigitov_2_5
пиромания	compulsion to set fires	needs_human_review	akzhigitov_2_5
писчий спазм	writer' s cramp	needs_human_review	akzhigitov_2_5
письменные подлинники для изучения патологии речи	sourcebook for medical speech pathology	needs_human_review	akzhigitov_2_5
питательная  среда	culture medium,pi. media	needs_human_review	akzhigitov_2_5
питательная среда для подсчёта микроорганизмов	counting medium,pi. media	needs_human_review	akzhigitov_2_5
питательная среда с печёночным экстрактом	liver infusion medium,pi. media	needs_human_review	akzhigitov_2_5
питательное отверстие	nutrient foramen, pi. foramina	needs_human_review	akzhigitov_2_5
питательные вещества	hemotroph(e)	needs_human_review	akzhigitov_2_5
питательные среды для определения	antibiotic assay medium,pi. media	needs_human_review	akzhigitov_2_5
питательный at ар с цетримидом	cetrimide agar	needs_human_review	akzhigitov_2_5
питающая  артерия	nutrient artery, pi. arteriae	needs_human_review	akzhigitov_2_5
пища с высоким содержанием пищевых	high-fiber food	needs_human_review	akzhigitov_2_5
пищеварение в желудочно-кишечном	gastrointestinal digestion	needs_human_review	akzhigitov_2_5
пищеварительный  тракт	alimentary tube	needs_human_review	akzhigitov_2_5
пищевая  аллергия	alimentary allergy	needs_human_review	akzhigitov_2_5
пищевая  гликозурия	digestive glycosuria	needs_human_review	akzhigitov_2_5
пищевая депривация	food deprival, deprivation, deprivement	needs_human_review	akzhigitov_2_5
пищевые волокна	dietary fiber, pi. fibress	needs_human_review	akzhigitov_2_5
пищевые красители	food coloring filling -s	needs_human_review	akzhigitov_2_5
плазма	plasm(a)	needs_human_review	akzhigitov_2_5
плазматическая  клетка	antibody-produced amacrine	needs_human_review	akzhigitov_2_5
плазмацитарная гранулёма лёгких	plasma cell granuloma, pi. granulomata, granulomass	needs_human_review	akzhigitov_2_5
плазмацитарный антиген	plasma cell specific hepatitis	needs_human_review	akzhigitov_2_5
плазмида	Ti plasmid	needs_human_review	akzhigitov_2_5
плазмида с широким спектром	broad host range plasmid	needs_human_review	akzhigitov_2_5
плазмоклеточная  пневмония	plasma cell pneumonia	needs_human_review	akzhigitov_2_5
плазмоклеточная инфильтрация костного мозга	bone marrow invasion by plasma cells	needs_human_review	akzhigitov_2_5
пламеневидный бор	flame-shaped finishing buphthalmia, buphthalmos	needs_human_review	akzhigitov_2_5
план  исследования	study design	needs_human_review	akzhigitov_2_5
план медицинской эвакуации по воздуху	aeromedical evacuation schedule	needs_human_review	akzhigitov_2_5
план охраны природы и природопользования	conservation plan	needs_human_review	akzhigitov_2_5
планирование обследования	attribute in diabetes (planning)	needs_human_review	akzhigitov_2_5
планировка больницы	layout of the hospital	needs_human_review	akzhigitov_2_5
плановое лечение пептической язвы	elective definitive - of peptic ulcer	needs_human_review	akzhigitov_2_5
пластика  кожи	dermatoplasty	needs_human_review	akzhigitov_2_5
пластика  с помощью лоскута	patch renomednllary	needs_human_review	akzhigitov_2_5
пластика  свободным костным трансплантатом	free bone transfer	needs_human_review	akzhigitov_2_5
пластика мягкого нёба методом перемещения	push-back procedure	needs_human_review	akzhigitov_2_5
пластика носа и верхней губы	rhinoch(e)iloplasty	needs_human_review	akzhigitov_2_5
пластиковая трубка с пункционной иглой	intracatheter	needs_human_review	akzhigitov_2_5
пластиковый  зуб	plastic tooth, pi. teeth	needs_human_review	akzhigitov_2_5
пластина  геля	stab gel	needs_human_review	akzhigitov_2_5
пластина  микротитратора	microtiter plate	needs_human_review	akzhigitov_2_5
пластинка для счёта колоний в чашке Петри	colony counter1	needs_human_review	akzhigitov_2_5
пластинка с избыточно густой средой	crowded plate	needs_human_review	akzhigitov_2_5
пластинки	concentric lamella, pi. lamellae	needs_human_review	akzhigitov_2_5
пластинчатая костная ткаиь	text us ossens lamellaris	needs_human_review	akzhigitov_2_5
пластинчатые  тельца	lamellated corporations	needs_human_review	akzhigitov_2_5
пластинчатый хирургический крючок	s-shaped laminar surgical book. by Farabef	needs_human_review	akzhigitov_2_5
пластическая операция на веке	plastic renotrophic of eyelid	needs_human_review	akzhigitov_2_5
пластическая операция на женских половых органах	gynoplastics	needs_human_review	akzhigitov_2_5
пластическая операция на лоханочно-мочеточниковом сегменте	pyeloplasty	needs_human_review	akzhigitov_2_5
пластическая операция на мочевом пузыре	cystoplasty	needs_human_review	akzhigitov_2_5
пластическая операция на прямой кишке	rectoplasty	needs_human_review	akzhigitov_2_5
пластическая операция на твёрдой мозговой	duraplasty	needs_human_review	akzhigitov_2_5
пластическая операция на хряще века	tarsoplasia, tarsoplasty	needs_human_review	akzhigitov_2_5
пластическая операция на челюсти или	gnathoplasty	needs_human_review	akzhigitov_2_5
пластическая операция при пузырновлагалищном свище	cystoelytroplasty	needs_human_review	akzhigitov_2_5
пластичность нейромышечной системы	plasticity of the neuromuscular system	needs_human_review	akzhigitov_2_5
пластмассовая  чашка	plastic Petri dish	needs_human_review	akzhigitov_2_5
плата за пребывание в больнице	"hospital ""-S"	needs_human_review	akzhigitov_2_5
платяная вошь	body louse, pi. lice	needs_human_review	akzhigitov_2_5
плацента с пуповиной и плодными	appendages of the fetus	needs_human_review	akzhigitov_2_5
плацентарная перегородка	placental septum, pi. septa	needs_human_review	akzhigitov_2_5
плащевой дентин	cover dentin(e); mantle dentin(e)	needs_human_review	akzhigitov_2_5
плевральная дренажная трубка l.pl. дренирование плевральной полости	chest tube	needs_human_review	akzhigitov_2_5
плеврэктомия	decortication, decortication of lung	needs_human_review	akzhigitov_2_5
плексиформная  нейрофиброма	plexiform neurofibroma	needs_human_review	akzhigitov_2_5
плечевая кость	bone of upper arm	needs_human_review	akzhigitov_2_5
плечевое сплетение	brachial plexus, pi. plexuses	needs_human_review	akzhigitov_2_5
плечеголовной ствол	brachiocephalic artery, pi. arteriae	needs_human_review	akzhigitov_2_5
плечелопаточно-лицевая мышофёров»	Landouzy - Dejerine fib	needs_human_review	akzhigitov_2_5
плод  с дополнительной нижней	pygomelus	needs_human_review	akzhigitov_2_5
плод или индивидуум с циклопией	monophthalmus	needs_human_review	akzhigitov_2_5
плод при раннем сроке беременности	previable fetus	needs_human_review	akzhigitov_2_5
плод с выпавшими из брюшной или	celosomian monster	needs_human_review	akzhigitov_2_5
плод с головой без рта	triencephalus mepam	needs_human_review	akzhigitov_2_5
плод с грубыми пороками развития	teras	needs_human_review	akzhigitov_2_5
плод с двойной нижней челюстью	augnathus mepam	needs_human_review	akzhigitov_2_5
плод с двумя головами разной	heterocephalus mepam	needs_human_review	akzhigitov_2_5
плод с двумя туловищами и одной головой	synencephaly	needs_human_review	akzhigitov_2_5
плод с кардиомегалией	macrocardius	needs_human_review	akzhigitov_2_5
плод с пороком развития нижней конечности	peropus mepam	needs_human_review	akzhigitov_2_5
плод с пороком развития туловища	perosomus mepam	needs_human_review	akzhigitov_2_5
плод с рудиментарными верхними конечностями	microbrachius mepam	needs_human_review	akzhigitov_2_5
плод с четырьмя верхними конечностями	tetrabrachius mepam	needs_human_review	akzhigitov_2_5
плод с четырьмя нижними конечностями	tetrascelus mepam	needs_human_review	akzhigitov_2_5
плод со сращёнными нижними конечностями	sympus mepam	needs_human_review	akzhigitov_2_5
плод у живородящих животных	young in viviparous animal	needs_human_review	akzhigitov_2_5
плодовитость и бесплодие	fertility and sterility	needs_human_review	akzhigitov_2_5
плодовое тело	fruiting body of capfungus	needs_human_review	akzhigitov_2_5
плодовый  сахар	fruit sugar	needs_human_review	akzhigitov_2_5
пломбирование  временной пломбой	luting	needs_human_review	akzhigitov_2_5
пломбирование корневого канала	pulp canal dressing	needs_human_review	akzhigitov_2_5
пломбированный зуб	filled tooth, pi. teeth	needs_human_review	akzhigitov_2_5
плоская  бородавка	flat wart; verruca, pi. verrucae nam. plana	needs_human_review	akzhigitov_2_5
плоская медицинская склянка с крышкой	medical flat	needs_human_review	akzhigitov_2_5
плоские ксантомы	plane xanthoma, pi. xanthomatata	needs_human_review	akzhigitov_2_5
плоский  дозиметр	film badge	needs_human_review	akzhigitov_2_5
плоский  шов	plane suture	needs_human_review	akzhigitov_2_5
плоский позвонок	vertebra, pi. vertebrae plana	needs_human_review	akzhigitov_2_5
плоский простой  таз	Deventer's pelvis, pi. pelves	needs_human_review	akzhigitov_2_5
плоский с проксимального направления и	platycelous	needs_human_review	akzhigitov_2_5
плоский таз	flat pelvis, pi. pelves; platypellic pelvis, pi. pelves	needs_human_review	akzhigitov_2_5
плоскоклеточное интраэпителиальное поражение	squamous intraepithelial cystic -s	needs_human_review	akzhigitov_2_5
плоскоклеточный  рак	dermoid cancer; epidermoid carcinoma	needs_human_review	akzhigitov_2_5
плоскорахитический таз	simple flat pelvis, pi. pelves	needs_human_review	akzhigitov_2_5
плоскостная остеотомия ветви	sagittal splitting of mandible	needs_human_review	akzhigitov_2_5
плоскость выхода таза	area of pelvic outlet	needs_human_review	akzhigitov_2_5
плоскость движений в суставе	plane1 of joint motion	needs_human_review	akzhigitov_2_5
плотность  вещества	body density	needs_human_review	akzhigitov_2_5
плотность  крови	density of blood	needs_human_review	akzhigitov_2_5
плотность  мочи	urine concentration	needs_human_review	akzhigitov_2_5
плотность простатспецифического антигена	prostatic-specific antigen hyperechoic -ies	needs_human_review	akzhigitov_2_5
плотность теней на рентгенограмме	X-ray film hyperechoic -ies	needs_human_review	akzhigitov_2_5
плотность ядерной ДНК	buoyant density of nuclear DNA	needs_human_review	akzhigitov_2_5
плохо перевариваемая клетчатка	poorly fermented fiber, pi. fibres	needs_human_review	akzhigitov_2_5
плохое  обращение	mistreatment	needs_human_review	akzhigitov_2_5
плохое соблюдение больным врачебных предписаний	poor patient - with patient	needs_human_review	akzhigitov_2_5
площадь в квадратных футах на койку	square footage per bed	needs_human_review	akzhigitov_2_5
площадь проксимальной	proximal isovelocity surface area	needs_human_review	akzhigitov_2_5
плюрипотентная  клетка	pluripotent normal blood	needs_human_review	akzhigitov_2_5
плюрипотентный	pluripotent(ial)	needs_human_review	akzhigitov_2_5
плюрипотентный  гемопоэз	normal hematopoiesis	needs_human_review	akzhigitov_2_5
пляска  каротид	carotid pulse	needs_human_review	akzhigitov_2_5
плёнка  из антител	antibody coat	needs_human_review	akzhigitov_2_5
плёнчатый налёт при дифтерийном крупе	neomembrane	needs_human_review	akzhigitov_2_5
пневмокониоз у шахтёров	bauxite pneumoconiosis	needs_human_review	akzhigitov_2_5
пневмония	herpes simplex virus pneumonia	needs_human_review	akzhigitov_2_5
пневмония с исходом в склероз	organizing pneumonia	needs_human_review	akzhigitov_2_5
пневмоэнцефалография	pneumography of the brain	needs_human_review	akzhigitov_2_5
по направлению к брюшной поверхности	ventrad	needs_human_review	akzhigitov_2_5
по направлению к головному мозгу	brainward	needs_human_review	akzhigitov_2_5
по направлению к локтевой кости или к медиальной поверхности предплечья	ulnad	needs_human_review	akzhigitov_2_5
по направлению к лучевой кости или к латеральной части предплечья	radiad	needs_human_review	akzhigitov_2_5
по направлению к наружному покрову	dermad	needs_human_review	akzhigitov_2_5
по направлению к основанию объекта	basad	needs_human_review	akzhigitov_2_5
по направлению к полости рта	orad	needs_human_review	akzhigitov_2_5
по часовой стрелке	rota 2 dexterior	needs_human_review	akzhigitov_2_5
побеление  тканей	tissue blanching	needs_human_review	akzhigitov_2_5
побочное  излучение	spurious monochromatic	needs_human_review	akzhigitov_2_5
побочный  продукт	by-product	needs_human_review	akzhigitov_2_5
побочный  шум	additional noise	needs_human_review	akzhigitov_2_5
побуждение к бродяжничеству	wandering impulse	needs_human_review	akzhigitov_2_5
Повасан клещевой энцефалит	Powasan enanthem(a)	needs_human_review	akzhigitov_2_5
поведение  при эструсе	behavioral estrus	needs_human_review	akzhigitov_2_5
поведение с высоким риском вредных	hazardous antisocial	needs_human_review	akzhigitov_2_5
поведенческая  медицина	behavioral medicine	needs_human_review	akzhigitov_2_5
поведенческая  психотерапия	behavior psychotherapeutic	needs_human_review	akzhigitov_2_5
поведенческая  терапия	behavior training	needs_human_review	akzhigitov_2_5
поведенческая  фармакология	behavioral pharmacology	needs_human_review	akzhigitov_2_5
поведенческая реакция	behavioral abnormal mucosal immune	needs_human_review	akzhigitov_2_5
поверочные  замеры или	check studyies	needs_human_review	akzhigitov_2_5
поверхностная	disseminated superficial actinic porokeratosis	needs_human_review	akzhigitov_2_5
поверхностная клетка слизистой	theca spine - of stomach	needs_human_review	akzhigitov_2_5
поверхностная рентгенотерапия	superficial X-ray anti-suicide oriented	needs_human_review	akzhigitov_2_5
поверхностные антигены эритроцитов	red cell surface hepatitiss	needs_human_review	akzhigitov_2_5
поверхностный  антиген	membrane hepatitis	needs_human_review	akzhigitov_2_5
поверхностный  аффект	shallowness of affect	needs_human_review	akzhigitov_2_5
поверхностный  иммуноглобулин	surface immunoglobulin	needs_human_review	akzhigitov_2_5
поверхностный  наркоз	seminarcosis	needs_human_review	akzhigitov_2_5
поверхностный  фенотип	membrane phenoptosis	needs_human_review	akzhigitov_2_5
поверхностный наркоз	light plane1 of anesthesia	needs_human_review	akzhigitov_2_5
поверхностный эпителий	germinal epithelium,/)/, epithelia	needs_human_review	akzhigitov_2_5
поверхность раздела вода - воздух	air-water interface	needs_human_review	akzhigitov_2_5
поверхность суставного отростка позвонка	facet(te) for tubercle of rib	needs_human_review	akzhigitov_2_5
повозрастной  коэффициент рождаемости	age specific fertility	needs_human_review	akzhigitov_2_5
поворот  вправо	dextrorotation	needs_human_review	akzhigitov_2_5
поворот  кнаружи	extorsion	needs_human_review	akzhigitov_2_5
поворот в сторону	dysversion	needs_human_review	akzhigitov_2_5
поворот глазного яблока вокруг его передне-задней оси	laterotorsion	needs_human_review	akzhigitov_2_5
поворот туловища	torsion of the trunk	needs_human_review	akzhigitov_2_5
повреждение  мышц конечности	extremity strain1s	needs_human_review	akzhigitov_2_5
повреждение  связки	ligament compromise	needs_human_review	akzhigitov_2_5
повреждение в точке	contrecoup	needs_human_review	akzhigitov_2_5
повреждённая  конечность	affected limb	needs_human_review	akzhigitov_2_5
повсеместно распространённый  вид	cosmopolitan species	needs_human_review	akzhigitov_2_5
повторная  беременность	consecutive pregnancy	needs_human_review	akzhigitov_2_5
повторная  операция	additional surgery; reoperation	needs_human_review	akzhigitov_2_5
повторная  рентгенография	re-X-ray	needs_human_review	akzhigitov_2_5
повторная эктопическая	repetitive ectopic atrial tachyarrhythmia	needs_human_review	akzhigitov_2_5
повторно оценить риск суицида	to re-evaluate the risk of suicide	needs_human_review	akzhigitov_2_5
повторное заболевание 2	secondary fib	needs_human_review	akzhigitov_2_5
повторное поступление в больницу	icatl mission to hospital	needs_human_review	akzhigitov_2_5
повторные  анализы крови	serial blood multicolor	needs_human_review	akzhigitov_2_5
повторный  вывих	consecutive dislocation	needs_human_review	akzhigitov_2_5
повторный  кризис	epicrisis	needs_human_review	akzhigitov_2_5
повышать  основность	basify	needs_human_review	akzhigitov_2_5
повышающий секреторную активность слизистой оболочки полости носа	errhine	needs_human_review	akzhigitov_2_5
повышение температуры тела после приёма пищи	digestive fever	needs_human_review	akzhigitov_2_5
повышение температуры тела при прорезывании зубов	dentition fever	needs_human_review	akzhigitov_2_5
повышение титра антител после лечения	serorelapse	needs_human_review	akzhigitov_2_5
повышенная желудочная	increased gastric secretory crying vital	needs_human_review	akzhigitov_2_5
повышенная плотность мягких	increased soft tissue hyperechoic -ies	needs_human_review	akzhigitov_2_5
повышенная самооценка	heightened sensibilization of self-esteem	needs_human_review	akzhigitov_2_5
повышенная чувствительность к воздействию радиации	radioanaphylaxis	needs_human_review	akzhigitov_2_5
повышенная чувствительность к лекарственному препарату	drug sensitization	needs_human_review	akzhigitov_2_5
повышенная чувствительность к микробному фактору	microbiallergy	needs_human_review	akzhigitov_2_5
повышенная чувствительность к спинномозговым анестетикам	rachisensibility	needs_human_review	akzhigitov_2_5
повышенная чувствительность к чужеродному белку	protein sensitization	needs_human_review	akzhigitov_2_5
повышенное  питание	extra nutrition; supernutrition	needs_human_review	akzhigitov_2_5
повышенное содержание серы в крови	thiemia	needs_human_review	akzhigitov_2_5
повышенное содержание холестерина в жёлчи	hypercholesterolia	needs_human_review	akzhigitov_2_5
повязка на кисть в виде перчатки	gauntlet	needs_human_review	akzhigitov_2_5
поглотительная  способность	absorbing capacity	needs_human_review	akzhigitov_2_5
поглощающий	absorbent alter	needs_human_review	akzhigitov_2_5
поглощение  кислорода	oxygen constriction	needs_human_review	akzhigitov_2_5
поглощение и	amine and precursor uptake and decarboxylation	needs_human_review	akzhigitov_2_5
поглощение клеткой токсинов и гормонов	internalization of toxins and hormones	needs_human_review	akzhigitov_2_5
поглощение опухолями белка	fluorescein-protein affinityies of tumors	needs_human_review	akzhigitov_2_5
пограничная  лепра	borderline leprosy	needs_human_review	akzhigitov_2_5
пограничная  линия	borderline	needs_human_review	akzhigitov_2_5
пограничное  состояние	neutrality	needs_human_review	akzhigitov_2_5
пограничные  болезни	related puerperal mental -s	needs_human_review	akzhigitov_2_5
пограничные расстройства	related health life-threatening -s	needs_human_review	akzhigitov_2_5
пограничный слой пересаженного лоскута ткани	graft border	needs_human_review	akzhigitov_2_5
погрешность метода измерения	procedural error, pi. errata	needs_human_review	akzhigitov_2_5
погрешность прибора	instrumental error, pi. errata	needs_human_review	akzhigitov_2_5
погружение в воду	water-immersion	needs_human_review	akzhigitov_2_5
погружение в жидкость	dip; submersion	needs_human_review	akzhigitov_2_5
под i сменной	subparietal	needs_human_review	akzhigitov_2_5
под воздействием наркотика или алкоголя	bombed out	needs_human_review	akzhigitov_2_5
под действием воздуха	on exposure to the air	needs_human_review	akzhigitov_2_5
под наблюдением врача	under the carditis of a physician	needs_human_review	akzhigitov_2_5
под охраной закона	under guardianship of laws	needs_human_review	akzhigitov_2_5
подавление  выделения жёлчи	ischolia	needs_human_review	akzhigitov_2_5
подавление  иммунитета	immnnodepression	needs_human_review	akzhigitov_2_5
подавление  эритроидного ростка	erythrosuppression	needs_human_review	akzhigitov_2_5
подавление кожных реакций	inhibition of skin reaction	needs_human_review	akzhigitov_2_5
подавление линий нормальных клеток	crowding out of normal cell lines	needs_human_review	akzhigitov_2_5
подавление реакции аллотрансплантата	weakening of allograft reactivity	needs_human_review	akzhigitov_2_5
подавление функции щитовидной железы	suppression of thyroid function	needs_human_review	akzhigitov_2_5
подавленная  репликация	under-replication	needs_human_review	akzhigitov_2_5
подавленное  состояние	damp	needs_human_review	akzhigitov_2_5
подавляющий рост жёлтого тела или	antiluteogenic	needs_human_review	akzhigitov_2_5
подагра с поражением локтевого сустава	pechyagra	needs_human_review	akzhigitov_2_5
подагра с поражением плечевого сустава	omagra	needs_human_review	akzhigitov_2_5
подагрический узел	gouty tophus, pi tophi	needs_human_review	akzhigitov_2_5
подагрический узелок	arthritic calculus, pi. calculi	needs_human_review	akzhigitov_2_5
подартериальный бронх	hyparterial bronchus, pi. bronchi	needs_human_review	akzhigitov_2_5
подача аэрозолей бетаагонистов	delivery of nebulized beta-agonists	needs_human_review	akzhigitov_2_5
подбородочное отверстие	mental foramen, pi. foramina	needs_human_review	akzhigitov_2_5
подбугорное ядро	hypothalamic nucleus, pi. nuclei	needs_human_review	akzhigitov_2_5
подвергать операции	to have an operation; to undergo an operation	needs_human_review	akzhigitov_2_5
подвергать сомнению неестественную причину смерти	to query an unnatural cause of death	needs_human_review	akzhigitov_2_5
подвергнуть патологоанатомическому  исследованию	to submit for pathology	needs_human_review	akzhigitov_2_5
подверженность внезапной смерти в постели	cot death liability	needs_human_review	akzhigitov_2_5
подверженный злокачественной гипертермии	suscept to malignant hyperthermia	needs_human_review	akzhigitov_2_5
подвеска  яичка	appendix testis	needs_human_review	akzhigitov_2_5
подвешенная  гипсовая повязка	hanging hair	needs_human_review	akzhigitov_2_5
подвешивание  подвижной почки	suspension of movable kidney	needs_human_review	akzhigitov_2_5
подвздошно-лобковое  возвышение	iliopectineal [iliopubic I eminence, eminency; iliopectineal spine	needs_human_review	akzhigitov_2_5
подвздошногребешковая  синовиальная сумка	ileopectinal bursa, pi. bursae	needs_human_review	akzhigitov_2_5
подвижное медицинское учреждение	nonfixed medical treatment facility	needs_human_review	akzhigitov_2_5
подвижной растр	reciprocating grid l	needs_human_review	akzhigitov_2_5
подвижность  зубов	tooth mobility	needs_human_review	akzhigitov_2_5
подвижность  населения	mobility status	needs_human_review	akzhigitov_2_5
подвижность голосовых складок	movement of vocal folds	needs_human_review	akzhigitov_2_5
подвижность позвоночника в поясничном отделе	lumbar-spine mobility	needs_human_review	akzhigitov_2_5
подвижный  штатив	portable uments	needs_human_review	akzhigitov_2_5
подвижный в поперечном	mobile in transverse direction	needs_human_review	akzhigitov_2_5
подвисочная  область	infratemporal region	needs_human_review	akzhigitov_2_5
подвисочная  ямка	infratemporal forwardness	needs_human_review	akzhigitov_2_5
подводный дренаж грудной	underwater seal chest draught	needs_human_review	akzhigitov_2_5
подглазничное отверстие	infraorbital foramen, pi. foramina	needs_human_review	akzhigitov_2_5
подглазничный  канал	infraorbital canal	needs_human_review	akzhigitov_2_5
подготовка больного	preparation of a patient	needs_human_review	akzhigitov_2_5
подготовка к операции	preparation for surgery	needs_human_review	akzhigitov_2_5
подготовка к операции и её проведению	surgical technology	needs_human_review	akzhigitov_2_5
подготовка кадров здравоохранения	management of health manpower	needs_human_review	akzhigitov_2_5
подготовка медицинских работников или медперсонала	health manpower development	needs_human_review	akzhigitov_2_5
подготовленность к восстановительной терапии	fitness for occupational therapy	needs_human_review	akzhigitov_2_5
подгруппа лиц с повышенной	subgroup of high risk persons	needs_human_review	akzhigitov_2_5
поддержание  сердечного выброса	maintain of cardiac output	needs_human_review	akzhigitov_2_5
поддержание  суточного ритма	diurnal rhythm maintenance	needs_human_review	akzhigitov_2_5
поддержание гематокрита на нормальном уровне	maintaining hematocrit	needs_human_review	akzhigitov_2_5
поддерживать	to maintain the patient's level of functioning	needs_human_review	akzhigitov_2_5
поддерживать больного во время кризиса	to support the patient during a crisis	needs_human_review	akzhigitov_2_5
поддержка  здоровья	continued health	needs_human_review	akzhigitov_2_5
поддесневой зубной камень	subgingival dental calculus, pi. calculi	needs_human_review	akzhigitov_2_5
поделиться опытом	benefits of one's experience	needs_human_review	akzhigitov_2_5
подключично-лёгочный анастомоз	Blalock - Taussig anastomosis	needs_human_review	akzhigitov_2_5
подковообразное ядро	horseshoe-shaped nucleus, pi. nuclei	needs_human_review	akzhigitov_2_5
подкожная  клетчатка	hypoderm	needs_human_review	akzhigitov_2_5
подкожная гематома в области заднего прохода	acute pile2	needs_human_review	akzhigitov_2_5
подкожная или внутримышечная имплантация кусочка ткани	pellet implantation	needs_human_review	akzhigitov_2_5
подкожное введение	subcutaneous clysis of isotonic saline	needs_human_review	akzhigitov_2_5
подкожный адипонекроз [липоидный некроз	subcutaneous (fat) necrosis of newborn	needs_human_review	akzhigitov_2_5
подкожный инъекционный	subcutaneous injection resilience, resiliency	needs_human_review	akzhigitov_2_5
подколенное углубление	popliteal bursa, pi. bursae	needs_human_review	akzhigitov_2_5
подкрепление с постоянным временным интервалом	fixed-interval reinforcement	needs_human_review	akzhigitov_2_5
подмышечная  область	axillary region	needs_human_review	akzhigitov_2_5
подмышечная  полость	axillary space	needs_human_review	akzhigitov_2_5
подмышечная  ямка	armpit; axilla, pi. axillae; axillary cavity; maschale	needs_human_review	akzhigitov_2_5
поднижнечелюстной  проток	Wharton's duct	needs_human_review	akzhigitov_2_5
поднижнечелюстной ганглий	submandibular ganglion, pi. ganglia	needs_human_review	akzhigitov_2_5
подногтевой экзостоз	subungual exostosis, pi. exostoses	needs_human_review	akzhigitov_2_5
подносовая  точка	apophysiary point	needs_human_review	akzhigitov_2_5
поднятие костных фрагментов	element of bone fragments	needs_human_review	akzhigitov_2_5
подобный  случай	similar cassia	needs_human_review	akzhigitov_2_5
подобный плоскоклеточному	mimic squamous cell carcinoma	needs_human_review	akzhigitov_2_5
подозрение иа обморок	suggestive of carotid sinus syncope	needs_human_review	akzhigitov_2_5
подопечная  территория	trust territory	needs_human_review	akzhigitov_2_5
подорвать доверие больного	to violate the patient's trust	needs_human_review	akzhigitov_2_5
подострый  септический эндокардит	subacute bacterial endocarditis	needs_human_review	akzhigitov_2_5
подошвенная  бородавка	plantar	needs_human_review	akzhigitov_2_5
подошвенная  дуга	arcus plantaris	needs_human_review	akzhigitov_2_5
подошвенная бородавка	verruca, pi. verrucae nam. plantaris	needs_human_review	akzhigitov_2_5
подошвенный  рефлекс	plantar inborn	needs_human_review	akzhigitov_2_5
подпаутинное  пространство	arachnoid space	needs_human_review	akzhigitov_2_5
подпольные публичные и игорные дома	organized vice1	needs_human_review	akzhigitov_2_5
подпороговое  восприятие	subliminal perception	needs_human_review	akzhigitov_2_5
подпороговый раздражитель	subliminal stimulus,pi. stimuli	needs_human_review	akzhigitov_2_5
подробное  исследование	disquisition	needs_human_review	akzhigitov_2_5
подростковый  критический	adolescent crisis	needs_human_review	akzhigitov_2_5
подсерозное сплетение	subserous plexus, pi. plexuses	needs_human_review	akzhigitov_2_5
подслизистое кишечное нервное сплетение	Meissner's plexus, pi. plexuses	needs_human_review	akzhigitov_2_5
подслизистый  имплантат	intramucosal implant	needs_human_review	akzhigitov_2_5
подставка  для ноги	leg support	needs_human_review	akzhigitov_2_5
подставка  для руки	arm support	needs_human_review	akzhigitov_2_5
подставка для наложения гипсовой повязки	cast frame	needs_human_review	akzhigitov_2_5
подставка для флакона или ампулы	bottle holder	needs_human_review	akzhigitov_2_5
подсчёт радионуклидов всего тела	whole body counting for radionuclides	needs_human_review	akzhigitov_2_5
подтверждение  половой	gender verification	needs_human_review	akzhigitov_2_5
подтеменная борозда	subparietal sulcate(d)	needs_human_review	akzhigitov_2_5
подтип вирусов	Deoxyvira (Jenneria)	needs_human_review	akzhigitov_2_5
подтип дезоксивирусов	Deoxyvira subphylum, pi subphyla	needs_human_review	akzhigitov_2_5
подтип рибовирусов	Ribovira subphylum, pi subphyla	needs_human_review	akzhigitov_2_5
подход к решению методом аналогии	analogy approach	needs_human_review	akzhigitov_2_5
подчёркивать	"to emphasise awareness of ""here and now needs"	needs_human_review	akzhigitov_2_5
подъязычная  железа	Rivinus gland; sublingual gland	needs_human_review	akzhigitov_2_5
подъязычный  нерв	hypoglossal nerve	needs_human_review	akzhigitov_2_5
поедание несъедобных продуктов - мела	xenorexia	needs_human_review	akzhigitov_2_5
пожизненная гарантия	full life warranty	needs_human_review	akzhigitov_2_5
пожизненно	for term of life	needs_human_review	akzhigitov_2_5
пожизненное содержание	maintenance with dependence for life	needs_human_review	akzhigitov_2_5
пожизненное страхование на случай смерти	whole life medical [medical	needs_human_review	akzhigitov_2_5
пожилой  мужчина	aging male	needs_human_review	akzhigitov_2_5
поза и походка	stance and gait	needs_human_review	akzhigitov_2_5
поза с широко расставленными ногами	base-wide stance	needs_human_review	akzhigitov_2_5
позадиоливная борозда	retroolivary sulcate(d)	needs_human_review	akzhigitov_2_5
позадиподвздошное расположение аппендикса	postileal position of appendix	needs_human_review	akzhigitov_2_5
позвонок	spondyl(e)	needs_human_review	akzhigitov_2_5
позвоночник в виде бамбуковой палки	bamboo spine	needs_human_review	akzhigitov_2_5
позвоночник в динамике	dynamic spine	needs_human_review	akzhigitov_2_5
позвоночное отверстие	vertebral foramen, pi. foramina	needs_human_review	akzhigitov_2_5
позвоночное сплетение	vertebral plexus, pi. plexuses	needs_human_review	akzhigitov_2_5
позднее  осложнение	delayed septum, pi. septa	needs_human_review	akzhigitov_2_5
поздний  диагноз	delayed	needs_human_review	akzhigitov_2_5
